year,ic,date,money,companyId,company,addrStreet,addrCity,addrZip
2017,00442704,2017-12-12,100000.0,18188281,"LUKROM, spol. s r.o.",,,
2017,00442704,2017-10-11,30000.0,2302926,"MANAG development, a.s.",,,
2017,00442704,2017-10-12,0.0,47172169,Martin Pustovka,,,
2017,00442704,2017-10-12,0.0,26011000,MBR bus s.r.o.,,,
2017,00442704,2017-10-16,200000.0,24721719,"MEDIA 4 U, s.r.o.",,,
2017,00442704,2017-12-19,20000.0,28633873,MEDICAS PRAKTIK s.r.o.,,,
2017,00442704,2017-10-20,15000.0,5790816,"Medisyn, s.r.o.",,,
2017,00442704,2017-10-16,0.0,294136,Město Bystřice nad Pernštejnem,,,
2017,00442704,2017-10-12,0.0,273066,Město Stárkov,,,
2017,00442704,2017-12-29,100000.0,46991743,MIKROP ČEBÍN a.s.,,,
2017,00442704,2017-04-21,100000.0,25072293,"MILKEFFEKT, s.r.o.",,,
2017,00442704,2017-10-18,0.0,26947480,Miroslav Belli s.r.o.,,,
2017,00442704,2017-10-25,20000.0,46960643,"MS - alza, s.r.o.",,,
2017,00442704,2017-03-13,279459.0,27034500,Nestraníci,,,
2017,00442704,2017-10-18,0.0,44995776,NMB Vizovice,,,
2017,00442704,2017-10-16,0.0,535966,Obec Dolní Lomná,,,
2017,00442704,2017-10-18,0.0,284246,Obec Nedašov,,,
2017,00442704,2017-10-13,0.0,251780,Obec Skočice,,,
2017,00442704,2017-10-18,0.0,29201241,Obklady Dlažby Poteč s.r.o.,,,
2017,00442704,2017-10-06,200000.0,18826881,Oftal oční klinika s.r.o.,,,
2017,00442704,2017-10-20,0.0,71182802,Orel jednota Boleradice,,,
2017,00442704,2017-10-20,0.0,71202803,Orel jednota Bořitov,,,
2017,00442704,2017-10-16,0.0,48895857,Orel jednota Bystřice nad Pernštejnem,,,
2017,00442704,2017-08-28,0.0,67026419,Orel jednota Jiříkovice,,,
2017,00442704,2017-10-12,0.0,64629201,Orel jednota Lichnov,,,
2017,00442704,2017-10-13,0.0,64269108,Orel jednota Moravské Budějovice,,,
2017,00442704,2017-10-18,0.0,65326431,Orel jednota Nivnice,,,
2017,00442704,2017-10-18,0.0,65326431,Orel jednota Nivnice,,,
2017,00442704,2017-10-12,0.0,60799056,Orel jednota Nový Jičín,,,
2017,00442704,2017-08-29,0.0,67028136,Orel jednota Ochoz u Brna,,,
2017,00442704,2017-08-28,0.0,44947984,Orel jednota Ořechov,,,
2017,00442704,2017-08-28,0.0,65265343,Orel jednota Pozořice,,,
2017,00442704,2017-10-17,0.0,65666593,Orel jednota Přelouč,,,
2017,00442704,2017-10-18,0.0,62832646,Orel jednota Staré Město,,,
2017,00442704,2017-09-12,0.0,70286213,Orel jednota Suchdol u Prostějova,,,
2017,00442704,2017-10-20,0.0,65265726,Orel jednota Šlapanice,,,
2017,00442704,2017-10-18,0.0,62832778,Orel jednota Uherské Hradiště,,,
2017,00442704,2017-06-06,0.0,61731358,Orel jednota Vyškov,,,
2017,00442704,2017-10-18,0.0,64467317,Orel jednota Zlín,,,
2017,00442704,2017-10-12,0.0,64808912,Orel župa Brynychova,,,
2017,00442704,2017-10-17,0.0,67436269,Petr Kovárník - Hotel SPORT Pardubice,,,
2017,00442704,2017-10-12,0.0,60054841,Petr Smejkal,,,
2017,00442704,2017-10-13,0.0,46258507,Petr Vaněk,,,
2017,00442704,2017-10-13,0.0,46258507,Petr Vaněk,,,
2017,00442704,2017-10-19,0.0,60742917,"Pivovar Uherský Brod, a.s.",,,
2017,00442704,2017-10-12,0.0,3638766,PK - transbus s.r.o.,,,
2017,00442704,2017-10-12,0.0,25279980,PLOTIŠŤSKÁ ZELENINA - HAK s.r.o.,,,
2017,00442704,2017-10-12,0.0,25279980,PLOTIŠŤSKÁ ZELENINA - HAK s.r.o.,,,
2017,00442704,2017-07-24,100000.0,25506820,PS BRNO s.r.o.,,,
2017,00442704,2017-10-19,0.0,5434475,PS Dismas s.r.o.,,,
2017,00442704,2017-10-19,0.0,5434475,PS Dismas s.r.o.,,,
2017,00442704,2017-10-19,0.0,5434475,PS Dismas s.r.o.,,,
2017,00442704,2017-04-12,100000.0,28826736,"R36.cz, s.r.o.",,,
2017,00442704,2017-10-23,100000.0,66965918,Rataj David - Elpremont,,,
2017,00442704,2017-09-20,100000.0,1810481,"Relax centrum Kolštejn, s.r.o.",,,
2017,00442704,2017-09-29,20000.0,18629512,"Renova Praha, spol. s r. o.",,,
2017,00442704,2017-10-16,0.0,49606492,RITSCHNY kovošrot a sběrné suroviny s.r.o.,,,
2017,00442704,2017-10-12,0.0,26631075,"Rodiny, z.s.",,,
2017,00442704,2017-10-12,0.0,47474521,Římskokatolická farnost - arciděkanství Jičín,,,
2017,00442704,2017-10-12,0.0,43465196,Římskokatolická farnost - děkanství Dvůr Králové nad Labem,,,
2017,00442704,2017-10-20,0.0,65336852,Římskokatolická farnost Bedřichov u Lysic,,,
2017,00442704,2017-10-12,0.0,48426458,Římskokatolická farnost Bohumín - Nový Bohumín,,,
2017,00442704,2017-10-12,0.0,48426440,Římskokatolická farnost Bohumín - Starý Bohumín,,,
2017,00442704,2017-10-16,0.0,66185092,Římskokatolická farnost Bohušov,,,
2017,00442704,2017-10-16,0.0,66185092,Římskokatolická farnost Bohušov,,,
2017,00442704,2017-10-12,0.0,46524088,Římskokatolická farnost Česká Skalice,,,
2017,00442704,2017-10-12,0.0,48805211,Římskokatolická farnost Dětmarovice,,,
2017,00442704,2017-10-12,0.0,60337761,Římskokatolická farnost Doubrava,,,
2017,00442704,2017-10-19,0.0,48489000,Římskokatolická farnost Hluk,,,
2017,00442704,2017-10-19,0.0,48489000,Římskokatolická farnost Hluk,,,
2017,00442704,2017-10-16,0.0,60802014,Římskokatolická farnost Horní Lomná,,,
2017,00442704,2017-10-20,0.0,49439502,Římskokatolická farnost Hostěradice,,,
2017,00442704,2017-10-12,0.0,45980624,Římskokatolická farnost Hradec Králové - Pouchov,,,
2017,00442704,2017-10-12,0.0,45983313,Římskokatolická farnost Hradec Králové - Pražské Předměstí,,,
2017,00442704,2017-10-12,0.0,45983313,Římskokatolická farnost Hradec Králové - Pražské Předměstí,,,
2017,00442704,2017-10-12,0.0,45983313,Římskokatolická farnost Hradec Králové - Pražské Předměstí,,,
2017,00442704,2017-10-12,0.0,46524002,Římskokatolická farnost Hronov,,,
2017,00442704,2017-10-18,0.0,46998357,Římskokatolická farnost Hulín,,,
2017,00442704,2017-10-18,0.0,46998357,Římskokatolická farnost Hulín,,,
2017,00442704,2017-10-18,0.0,46998357,Římskokatolická farnost Hulín,,,
2017,00442704,2017-10-18,0.0,48471666,Římskokatolická farnost Hvozdná,,,
2017,00442704,2017-10-16,0.0,60801921,Římskokatolická farnost Jablunkov,,,
2017,00442704,2017-10-16,0.0,60801921,Římskokatolická farnost Jablunkov,,,
2017,00442704,2017-10-16,0.0,60801921,Římskokatolická farnost Jablunkov,,,
2017,00442704,2017-10-18,0.0,46998098,Římskokatolická farnost Koryčany,,,
2017,00442704,2017-10-20,0.0,26521326,Římskokatolická farnost Lanžhot,,,
2017,00442704,2017-10-20,0.0,65337166,Římskokatolická farnost Lipovec u Blanska,,,
2017,00442704,2017-10-16,0.0,60802243,Římskokatolická farnost Liptaň,,,
2017,00442704,2017-10-16,0.0,60802243,Římskokatolická farnost Liptaň,,,
2017,00442704,2017-10-16,0.0,47656247,Římskokatolická farnost Město Albrechtice,,,
2017,00442704,2017-10-16,0.0,60801956,Římskokatolická farnost Mosty u Jablunkova,,,
2017,00442704,2017-10-20,0.0,66598915,Římskokatolická farnost Němčičky,,,
2017,00442704,2017-10-12,0.0,68899050,Římskokatolická farnost Orlová,,,
2017,00442704,2017-10-16,0.0,48809365,Římskokatolická farnost Ostrava - Hrabůvka,,,
2017,00442704,2017-10-16,0.0,48429716,Římskokatolická farnost Ostrava - Stará Bělá,,,
2017,00442704,2017-10-16,0.0,48429716,Římskokatolická farnost Ostrava - Stará Bělá,,,
2017,00442704,2017-10-16,0.0,48429716,Římskokatolická farnost Ostrava - Stará Bělá,,,
2017,00442704,2017-10-18,0.0,46998268,Římskokatolická farnost Prusinovice,,,
2017,00442704,2017-10-16,0.0,60801999,Římskokatolická farnost Ropice,,,
2017,00442704,2017-10-16,0.0,60801999,Římskokatolická farnost Ropice,,,
2017,00442704,2017-11-27,0.0,49314602,Římskokatolická farnost Rudoltice,,,
2017,00442704,2017-10-16,0.0,47998075,Římskokatolická farnost Rybí,,,
2017,00442704,2017-10-16,0.0,48771007,Římskokatolická farnost Rýmařov,,,
2017,00442704,2017-10-16,0.0,48771007,Římskokatolická farnost Rýmařov,,,
2017,00442704,2017-10-16,0.0,48771007,Římskokatolická farnost Rýmařov,,,
2017,00442704,2017-10-16,0.0,48771007,Římskokatolická farnost Rýmařov,,,
