year,ic,key,description,amount
2018,71339779,3c,volba prezidenta republiky,0.0
2018,71339779,3d,volby do zastupitelstev krajů,0.0
2018,71339779,3e,volby do zastupitelstev obcí,0.0
2018,71339779,3f,volby do Evropského parlamentu,0.0
2018,27034500,1,Mzdové výdaje,0.0
2018,27034500,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",3563.0
2018,27034500,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,27034500,3b,volby do Senátu Parlamentu ČR,0.0
2018,27034500,3c,volba prezidenta republiky,0.0
2018,27034500,3d,volby do zastupitelstev krajů,0.0
2018,27034500,3e,volby do zastupitelstev obcí,399349.74
2018,27034500,3f,volby do Evropského parlamentu,0.0
2018,71443649,1,Mzdové výdaje,0.0
2018,71443649,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2018,71443649,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71443649,3b,volby do Senátu Parlamentu ČR,0.0
2018,71443649,3c,volba prezidenta republiky,0.0
2018,71443649,3d,volby do zastupitelstev krajů,0.0
2018,71443649,3e,volby do zastupitelstev obcí,1050511.0
2018,71443649,3f,volby do Evropského parlamentu,0.0
2018,27053024,1,Mzdové výdaje,0.0
2018,27053024,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2018,27053024,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,27053024,3b,volby do Senátu Parlamentu ČR,0.0
2018,27053024,3c,volba prezidenta republiky,0.0
2018,27053024,3d,volby do zastupitelstev krajů,0.0
2018,27053024,3e,volby do zastupitelstev obcí,0.0
2018,27053024,3f,volby do Evropského parlamentu,0.0
2018,71443584,1,Mzdové výdaje,0.0
2018,71443584,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",131666.69
2018,71443584,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71443584,3b,volby do Senátu Parlamentu ČR,0.0
2018,71443584,3c,volba prezidenta republiky,0.0
2018,71443584,3d,volby do zastupitelstev krajů,0.0
2018,71443584,3e,volby do zastupitelstev obcí,0.0
2018,71443584,3f,volby do Evropského parlamentu,0.0
2018,03174697,1,Mzdové výdaje,0.0
2018,03174697,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",14113.0
2018,03174697,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,03174697,3b,volby do Senátu Parlamentu ČR,0.0
2018,03174697,3c,volba prezidenta republiky,0.0
2018,03174697,3d,volby do zastupitelstev krajů,0.0
2018,03174697,3e,volby do zastupitelstev obcí,311034.6
2018,03174697,3f,volby do Evropského parlamentu,0.0
2018,03016242,1,Mzdové výdaje,0.0
2018,03016242,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",13603.0
2018,03016242,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,03016242,3b,volby do Senátu Parlamentu ČR,0.0
2018,03016242,3c,volba prezidenta republiky,0.0
2018,03016242,3d,volby do zastupitelstev krajů,0.0
2018,03016242,3e,volby do zastupitelstev obcí,238982.0
2018,03016242,3f,volby do Evropského parlamentu,0.0
2018,26668980,1,Mzdové výdaje,0.0
2018,26668980,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",10000.0
2018,26668980,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,26668980,3b,volby do Senátu Parlamentu ČR,350000.0
2018,26668980,3c,volba prezidenta republiky,0.0
2018,26668980,3d,volby do zastupitelstev krajů,0.0
2018,26668980,3e,volby do zastupitelstev obcí,91160.0
2018,26668980,3f,volby do Evropského parlamentu,0.0
2018,71340017,1,Mzdové výdaje,0.0
2018,71340017,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",6593.0
2018,71340017,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71340017,3b,volby do Senátu Parlamentu ČR,0.0
2018,71340017,3c,volba prezidenta republiky,0.0
2018,71340017,3d,volby do zastupitelstev krajů,0.0
2018,71340017,3e,volby do zastupitelstev obcí,52795.24
2018,71340017,3f,volby do Evropského parlamentu,0.0
2018,71443533,1,Mzdové výdaje,0.0
2018,71443533,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",9061.5
2018,71443533,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71443533,3b,volby do Senátu Parlamentu ČR,93127.5
2018,71443533,3c,volba prezidenta republiky,0.0
2018,71443533,3d,volby do zastupitelstev krajů,0.0
2018,71443533,3e,volby do zastupitelstev obcí,0.0
2018,71443533,3f,volby do Evropského parlamentu,0.0
2018,16192656,1,Mzdové výdaje,30579188.0
2018,16192656,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",425902.0
2018,16192656,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,16192656,3b,volby do Senátu Parlamentu ČR,15674332.35
2018,16192656,3c,volba prezidenta republiky,0.0
2018,16192656,3d,volby do zastupitelstev krajů,0.0
2018,16192656,3e,volby do zastupitelstev obcí,83578312.0
2018,16192656,3f,volby do Evropského parlamentu,0.0
2018,06860176,1,Mzdové výdaje,0.0
2018,06860176,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2018,06860176,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,06860176,3b,volby do Senátu Parlamentu ČR,0.0
2018,06860176,3c,volba prezidenta republiky,0.0
2018,06860176,3d,volby do zastupitelstev krajů,0.0
2018,06860176,3e,volby do zastupitelstev obcí,32416.0
2018,06860176,3f,volby do Evropského parlamentu,0.0
2018,03099598,1,Mzdové výdaje,0.0
2018,03099598,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",238.0
2018,03099598,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,03099598,3b,volby do Senátu Parlamentu ČR,0.0
2018,03099598,3c,volba prezidenta republiky,0.0
2018,03099598,3d,volby do zastupitelstev krajů,0.0
2018,03099598,3e,volby do zastupitelstev obcí,1678294.0
2018,03099598,3f,volby do Evropského parlamentu,0.0
2018,71443517,1,Mzdové výdaje,0.0
2018,71443517,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",13000.0
2018,71443517,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71443517,3b,volby do Senátu Parlamentu ČR,0.0
2018,71443517,3c,volba prezidenta republiky,0.0
2018,71443517,3d,volby do zastupitelstev krajů,0.0
2018,71443517,3e,volby do zastupitelstev obcí,0.0
2018,71443517,3f,volby do Evropského parlamentu,0.0
2018,03221083,1,Mzdové výdaje,9600.0
2018,03221083,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",224359.0
2018,03221083,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,03221083,3b,volby do Senátu Parlamentu ČR,0.0
2018,03221083,3c,volba prezidenta republiky,0.0
2018,03221083,3d,volby do zastupitelstev krajů,0.0
2018,03221083,3e,volby do zastupitelstev obcí,1196408.0
2018,03221083,3f,volby do Evropského parlamentu,0.0
2018,71443215,1,Mzdové výdaje,130500.0
2018,71443215,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",8000.0
2018,71443215,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71443215,3b,volby do Senátu Parlamentu ČR,829059.55
2018,71443215,3c,volba prezidenta republiky,0.0
2018,71443215,3d,volby do zastupitelstev krajů,0.0
2018,71443215,3e,volby do zastupitelstev obcí,4398113.67
2018,71443215,3f,volby do Evropského parlamentu,0.0
2018,71443410,1,Mzdové výdaje,0.0
2018,71443410,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2018,71443410,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71443410,3b,volby do Senátu Parlamentu ČR,0.0
2018,71443410,3c,volba prezidenta republiky,0.0
2018,71443410,3d,volby do zastupitelstev krajů,0.0
2018,71443410,3e,volby do zastupitelstev obcí,0.0
2018,71443410,3f,volby do Evropského parlamentu,0.0
2018,03080935,1,Mzdové výdaje,0.0
2018,03080935,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",16497.0
2018,03080935,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,03080935,3b,volby do Senátu Parlamentu ČR,0.0
2018,03080935,3c,volba prezidenta republiky,0.0
2018,03080935,3d,volby do zastupitelstev krajů,0.0
2018,03080935,3e,volby do zastupitelstev obcí,0.0
2018,03080935,3f,volby do Evropského parlamentu,0.0
2018,71339698,1,Mzdové výdaje,508759.0
2018,71339698,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",15630.4
2018,71339698,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71339698,3b,volby do Senátu Parlamentu ČR,5646974.08
2018,71339698,3c,volba prezidenta republiky,0.0
2018,71339698,3d,volby do zastupitelstev krajů,0.0
2018,71339698,3e,volby do zastupitelstev obcí,9046913.61
2018,71339698,3f,volby do Evropského parlamentu,0.0
2018,03170624,1,Mzdové výdaje,0.0
2018,03170624,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2018,03170624,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,03170624,3b,volby do Senátu Parlamentu ČR,0.0
2018,03170624,3c,volba prezidenta republiky,0.0
2018,03170624,3d,volby do zastupitelstev krajů,0.0
2018,03170624,3e,volby do zastupitelstev obcí,385386.4
2018,03170624,3f,volby do Evropského parlamentu,0.0
2018,71443550,1,Mzdové výdaje,0.0
2018,71443550,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",4620.0
2018,71443550,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71443550,3b,volby do Senátu Parlamentu ČR,0.0
2018,71443550,3c,volba prezidenta republiky,0.0
2018,71443550,3d,volby do zastupitelstev krajů,0.0
2018,71443550,3e,volby do zastupitelstev obcí,397774.48
2018,71443550,3f,volby do Evropského parlamentu,0.0
2018,02885573,1,Mzdové výdaje,0.0
2018,02885573,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",8533.0
2018,02885573,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,02885573,3b,volby do Senátu Parlamentu ČR,0.0
2018,02885573,3c,volba prezidenta republiky,0.0
2018,02885573,3d,volby do zastupitelstev krajů,0.0
2018,02885573,3e,volby do zastupitelstev obcí,0.0
2018,02885573,3f,volby do Evropského parlamentu,0.0
2018,07283652,1,Mzdové výdaje,0.0
2018,07283652,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2018,07283652,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,07283652,3b,volby do Senátu Parlamentu ČR,0.0
2018,07283652,3c,volba prezidenta republiky,0.0
2018,07283652,3d,volby do zastupitelstev krajů,0.0
2018,07283652,3e,volby do zastupitelstev obcí,0.0
2018,07283652,3f,volby do Evropského parlamentu,0.0
2018,03204669,1,Mzdové výdaje,25500.0
2018,03204669,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",155752.49
2018,03204669,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,03204669,3b,volby do Senátu Parlamentu ČR,0.0
2018,03204669,3c,volba prezidenta republiky,0.0
2018,03204669,3d,volby do zastupitelstev krajů,0.0
2018,03204669,3e,volby do zastupitelstev obcí,289247.5
2018,03204669,3f,volby do Evropského parlamentu,0.0
2018,71339809,1,Mzdové výdaje,0.0
2018,71339809,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2018,71339809,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71339809,3b,volby do Senátu Parlamentu ČR,0.0
2018,71339809,3c,volba prezidenta republiky,0.0
2018,71339809,3d,volby do zastupitelstev krajů,0.0
2018,71339809,3e,volby do zastupitelstev obcí,88412.0
2018,71339809,3f,volby do Evropského parlamentu,0.0
2018,27038131,1,Mzdové výdaje,0.0
2018,27038131,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2018,27038131,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,27038131,3b,volby do Senátu Parlamentu ČR,0.0
2018,27038131,3c,volba prezidenta republiky,0.0
2018,27038131,3d,volby do zastupitelstev krajů,0.0
2018,27038131,3e,volby do zastupitelstev obcí,0.0
2018,27038131,3f,volby do Evropského parlamentu,0.0
2018,03091805,1,Mzdové výdaje,0.0
2018,03091805,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2018,03091805,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,03091805,3b,volby do Senátu Parlamentu ČR,226249.0
2018,03091805,3c,volba prezidenta republiky,0.0
2018,03091805,3d,volby do zastupitelstev krajů,0.0
2018,03091805,3e,volby do zastupitelstev obcí,454960.0
2018,03091805,3f,volby do Evropského parlamentu,0.0
2018,03254763,1,Mzdové výdaje,0.0
2018,03254763,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2018,03254763,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,03254763,3b,volby do Senátu Parlamentu ČR,0.0
2018,03254763,3c,volba prezidenta republiky,0.0
2018,03254763,3d,volby do zastupitelstev krajů,43731.0
2018,03254763,3e,volby do zastupitelstev obcí,0.0
2018,03254763,3f,volby do Evropského parlamentu,0.0
2018,06339875,1,Mzdové výdaje,0.0
2018,06339875,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2018,06339875,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,06339875,3b,volby do Senátu Parlamentu ČR,0.0
2018,06339875,3c,volba prezidenta republiky,0.0
2018,06339875,3d,volby do zastupitelstev krajů,0.0
2018,06339875,3e,volby do zastupitelstev obcí,0.0
2018,06339875,3f,volby do Evropského parlamentu,0.0
2018,05632595,1,Mzdové výdaje,0.0
2018,05632595,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",20400.0
2018,05632595,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,05632595,3b,volby do Senátu Parlamentu ČR,481505.3
2018,05632595,3c,volba prezidenta republiky,0.0
2018,05632595,3d,volby do zastupitelstev krajů,0.0
2018,05632595,3e,volby do zastupitelstev obcí,0.0
2018,05632595,3f,volby do Evropského parlamentu,0.0
2018,71443380,1,Mzdové výdaje,33446.94
2018,71443380,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",18860.24
2018,71443380,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71443380,3b,volby do Senátu Parlamentu ČR,0.0
2018,71443380,3c,volba prezidenta republiky,0.0
2018,71443380,3d,volby do zastupitelstev krajů,0.0
2018,71443380,3e,volby do zastupitelstev obcí,14586.7
2018,71443380,3f,volby do Evropského parlamentu,0.0
2018,26595940,1,Mzdové výdaje,0.0
2018,26595940,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",9849.0
2018,26595940,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,26595940,3b,volby do Senátu Parlamentu ČR,0.0
2018,26595940,3c,volba prezidenta republiky,0.0
2018,26595940,3d,volby do zastupitelstev krajů,0.0
2018,26595940,3e,volby do zastupitelstev obcí,0.0
2018,26595940,3f,volby do Evropského parlamentu,0.0
2018,27026922,1,Mzdové výdaje,0.0
2018,27026922,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",8500.0
2018,27026922,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,27026922,3b,volby do Senátu Parlamentu ČR,0.0
2018,27026922,3c,volba prezidenta republiky,0.0
2018,27026922,3d,volby do zastupitelstev krajů,0.0
2018,27026922,3e,volby do zastupitelstev obcí,0.0
2018,27026922,3f,volby do Evropského parlamentu,0.0
2018,06695205,1,Mzdové výdaje,0.0
2018,06695205,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",104532.0
2018,06695205,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,06695205,3b,volby do Senátu Parlamentu ČR,3267190.6
2018,06695205,3c,volba prezidenta republiky,0.0
2018,06695205,3d,volby do zastupitelstev krajů,0.0
2018,06695205,3e,volby do zastupitelstev obcí,0.0
2018,06695205,3f,volby do Evropského parlamentu,0.0
2018,71339485,1,Mzdové výdaje,0.0
2018,71339485,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",30.0
2018,71339485,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71339485,3b,volby do Senátu Parlamentu ČR,0.0
2018,71339485,3c,volba prezidenta republiky,0.0
2018,71339485,3d,volby do zastupitelstev krajů,0.0
2018,71339485,3e,volby do zastupitelstev obcí,3962075.0
2018,71339485,3f,volby do Evropského parlamentu,0.0
2018,70869553,1,Mzdové výdaje,0.0
2018,70869553,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",2240.0
2018,70869553,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,70869553,3b,volby do Senátu Parlamentu ČR,856617.6
2018,70869553,3c,volba prezidenta republiky,0.0
2018,70869553,3d,volby do zastupitelstev krajů,1899007.5
2018,70869553,3e,volby do zastupitelstev obcí,0.0
2018,70869553,3f,volby do Evropského parlamentu,0.0
2018,05081068,1,Mzdové výdaje,850.0
2018,05081068,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",4658.0
2018,05081068,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,05081068,3b,volby do Senátu Parlamentu ČR,0.0
2018,05081068,3c,volba prezidenta republiky,0.0
2018,05081068,3d,volby do zastupitelstev krajů,0.0
2018,05081068,3e,volby do zastupitelstev obcí,677.0
2018,05081068,3f,volby do Evropského parlamentu,0.0
2018,00409171,1,Mzdové výdaje,53979320.0
2018,00409171,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",321100.0
2018,00409171,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,00409171,3b,volby do Senátu Parlamentu ČR,12300790.21
2018,00409171,3c,volba prezidenta republiky,0.0
2018,00409171,3d,volby do zastupitelstev krajů,0.0
2018,00409171,3e,volby do zastupitelstev obcí,29380701.45
2018,00409171,3f,volby do Evropského parlamentu,0.0
2018,03116603,1,Mzdové výdaje,0.0
2018,03116603,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",7000.0
2018,03116603,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,03116603,3b,volby do Senátu Parlamentu ČR,0.0
2018,03116603,3c,volba prezidenta republiky,0.0
2018,03116603,3d,volby do zastupitelstev krajů,0.0
2018,03116603,3e,volby do zastupitelstev obcí,100996.4
2018,03116603,3f,volby do Evropského parlamentu,0.0
2018,03217116,1,Mzdové výdaje,0.0
2018,03217116,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2018,03217116,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,03217116,3b,volby do Senátu Parlamentu ČR,0.0
2018,03217116,3c,volba prezidenta republiky,0.0
2018,03217116,3d,volby do zastupitelstev krajů,0.0
2018,03217116,3e,volby do zastupitelstev obcí,0.0
2018,03217116,3f,volby do Evropského parlamentu,0.0
2018,07118317,1,Mzdové výdaje,136340.0
2018,07118317,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",200.0
2018,07118317,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,07118317,3b,volby do Senátu Parlamentu ČR,0.0
2018,07118317,3c,volba prezidenta republiky,0.0
2018,07118317,3d,volby do zastupitelstev krajů,0.0
2018,07118317,3e,volby do zastupitelstev obcí,2742469.85
2018,07118317,3f,volby do Evropského parlamentu,0.0
2018,03221199,1,Mzdové výdaje,0.0
2018,03221199,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2018,03221199,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,03221199,3b,volby do Senátu Parlamentu ČR,0.0
2018,03221199,3c,volba prezidenta republiky,0.0
2018,03221199,3d,volby do zastupitelstev krajů,0.0
2018,03221199,3e,volby do zastupitelstev obcí,0.0
2018,03221199,3f,volby do Evropského parlamentu,0.0
2018,71339752,1,Mzdové výdaje,821834.0
2018,71339752,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",1.37
2018,71339752,3a,volby do Poslanecké sněmovny Parlamentu ČR,107362.0
2018,71339752,3b,volby do Senátu Parlamentu ČR,351644.0
2018,71339752,3c,volba prezidenta republiky,376120.0
2018,71339752,3d,volby do zastupitelstev krajů,0.0
2018,71339752,3e,volby do zastupitelstev obcí,192974.0
2018,71339752,3f,volby do Evropského parlamentu,0.0
2018,26673908,1,Mzdové výdaje,967635.0
2018,26673908,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",2701706.03
2018,26673908,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,26673908,3b,volby do Senátu Parlamentu ČR,6944012.41
2018,26673908,3c,volba prezidenta republiky,0.0
2018,26673908,3d,volby do zastupitelstev krajů,0.0
2018,26673908,3e,volby do zastupitelstev obcí,25666080.8
2018,26673908,3f,volby do Evropského parlamentu,0.0
2018,71443444,1,Mzdové výdaje,0.0
2018,71443444,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",14699.42
2018,71443444,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71443444,3b,volby do Senátu Parlamentu ČR,0.0
2018,71443444,3c,volba prezidenta republiky,0.0
2018,71443444,3d,volby do zastupitelstev krajů,0.0
2018,71443444,3e,volby do zastupitelstev obcí,0.0
2018,71443444,3f,volby do Evropského parlamentu,0.0
2018,71340009,1,Mzdové výdaje,0.0
2018,71340009,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",58284.0
2018,71340009,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71340009,3b,volby do Senátu Parlamentu ČR,0.0
2018,71340009,3c,volba prezidenta republiky,0.0
2018,71340009,3d,volby do zastupitelstev krajů,0.0
2018,71340009,3e,volby do zastupitelstev obcí,86387.0
2018,71340009,3f,volby do Evropského parlamentu,0.0
2018,71339612,1,Mzdové výdaje,66200.0
2018,71339612,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",8200.0
2018,71339612,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71339612,3b,volby do Senátu Parlamentu ČR,344255.0
2018,71339612,3c,volba prezidenta republiky,0.0
2018,71339612,3d,volby do zastupitelstev krajů,0.0
2018,71339612,3e,volby do zastupitelstev obcí,0.0
2018,71339612,3f,volby do Evropského parlamentu,0.0
2018,03251501,1,Mzdové výdaje,0.0
2018,03251501,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",7000.0
2018,03251501,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,03251501,3b,volby do Senátu Parlamentu ČR,0.0
2018,03251501,3c,volba prezidenta republiky,0.0
2018,03251501,3d,volby do zastupitelstev krajů,0.0
2018,03251501,3e,volby do zastupitelstev obcí,29103.0
2018,03251501,3f,volby do Evropského parlamentu,0.0
2018,26582406,1,Mzdové výdaje,0.0
2018,26582406,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2018,26582406,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,26582406,3b,volby do Senátu Parlamentu ČR,0.0
2018,26582406,3c,volba prezidenta republiky,0.0
2018,26582406,3d,volby do zastupitelstev krajů,0.0
2018,26582406,3e,volby do zastupitelstev obcí,316000.0
2018,26582406,3f,volby do Evropského parlamentu,0.0
2018,03143848,1,Mzdové výdaje,138537.06
2018,03143848,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",7195.06
2018,03143848,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,03143848,3b,volby do Senátu Parlamentu ČR,0.0
2018,03143848,3c,volba prezidenta republiky,0.0
2018,03143848,3d,volby do zastupitelstev krajů,0.0
2018,03143848,3e,volby do zastupitelstev obcí,131342.0
2018,03143848,3f,volby do Evropského parlamentu,0.0
2018,71339728,1,Mzdové výdaje,2335762.0
2018,71339728,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",5130.0
2018,71339728,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71339728,3b,volby do Senátu Parlamentu ČR,6337405.85
2018,71339728,3c,volba prezidenta republiky,0.0
2018,71339728,3d,volby do zastupitelstev krajů,0.0
2018,71339728,3e,volby do zastupitelstev obcí,34184018.15
2018,71339728,3f,volby do Evropského parlamentu,0.0
2018,02749947,1,Mzdové výdaje,0.0
2018,02749947,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",676.0
2018,02749947,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,02749947,3b,volby do Senátu Parlamentu ČR,0.0
2018,02749947,3c,volba prezidenta republiky,0.0
2018,02749947,3d,volby do zastupitelstev krajů,0.0
2018,02749947,3e,volby do zastupitelstev obcí,0.0
2018,02749947,3f,volby do Evropského parlamentu,0.0
2018,02790840,1,Mzdové výdaje,0.0
2018,02790840,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",5366.0
2018,02790840,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,02790840,3b,volby do Senátu Parlamentu ČR,0.0
2018,02790840,3c,volba prezidenta republiky,0.0
2018,02790840,3d,volby do zastupitelstev krajů,0.0
2018,02790840,3e,volby do zastupitelstev obcí,1214578.93
2018,02790840,3f,volby do Evropského parlamentu,0.0
2018,06335233,1,Mzdové výdaje,0.0
2018,06335233,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",16953.0
2018,06335233,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,06335233,3b,volby do Senátu Parlamentu ČR,0.0
2018,06335233,3c,volba prezidenta republiky,0.0
2018,06335233,3d,volby do zastupitelstev krajů,0.0
2018,06335233,3e,volby do zastupitelstev obcí,0.0
2018,06335233,3f,volby do Evropského parlamentu,0.0
2018,68954263,1,Mzdové výdaje,0.0
2018,68954263,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2018,68954263,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,68954263,3b,volby do Senátu Parlamentu ČR,0.0
2018,68954263,3c,volba prezidenta republiky,0.0
2018,68954263,3d,volby do zastupitelstev krajů,0.0
2018,68954263,3e,volby do zastupitelstev obcí,278250.0
2018,68954263,3f,volby do Evropského parlamentu,0.0
2018,71443355,1,Mzdové výdaje,0.0
2018,71443355,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",8360.0
2018,71443355,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,71443355,3b,volby do Senátu Parlamentu ČR,0.0
2018,71443355,3c,volba prezidenta republiky,0.0
2018,71443355,3d,volby do zastupitelstev krajů,0.0
2018,71443355,3e,volby do zastupitelstev obcí,112596.55
2018,71443355,3f,volby do Evropského parlamentu,0.0
2018,07301600,1,Mzdové výdaje,19850.0
2018,07301600,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",534.0
2018,07301600,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2018,07301600,3b,volby do Senátu Parlamentu ČR,500000.0
2018,07301600,3c,volba prezidenta republiky,0.0
2018,07301600,3d,volby do zastupitelstev krajů,0.0
2018,07301600,3e,volby do zastupitelstev obcí,0.0
2018,07301600,3f,volby do Evropského parlamentu,0.0
2018,64933911,1,Mzdové výdaje,0.0
2018,64933911,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",18564.0
