year,ic,key,description,amount
2020,71443380,3c,volba prezidenta republiky,0.0
2020,71443380,3d,volby do zastupitelstev krajů,0.0
2020,71443380,3e,volby do zastupitelstev obcí,0.0
2020,71443380,3f,volby do Evropského parlamentu,0.0
2020,26595940,1,Mzdové výdaje,0.0
2020,26595940,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2020,26595940,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,26595940,3b,volby do Senátu Parlamentu ČR,0.0
2020,26595940,3c,volba prezidenta republiky,0.0
2020,26595940,3d,volby do zastupitelstev krajů,0.0
2020,26595940,3e,volby do zastupitelstev obcí,0.0
2020,26595940,3f,volby do Evropského parlamentu,0.0
2020,27026922,1,Mzdové výdaje,0.0
2020,27026922,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",2000.0
2020,27026922,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,27026922,3b,volby do Senátu Parlamentu ČR,0.0
2020,27026922,3c,volba prezidenta republiky,0.0
2020,27026922,3d,volby do zastupitelstev krajů,0.0
2020,27026922,3e,volby do zastupitelstev obcí,0.0
2020,27026922,3f,volby do Evropského parlamentu,0.0
2020,06695205,1,Mzdové výdaje,0.0
2020,06695205,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",80000.0
2020,06695205,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,06695205,3b,volby do Senátu Parlamentu ČR,5304924.78
2020,06695205,3c,volba prezidenta republiky,0.0
2020,06695205,3d,volby do zastupitelstev krajů,0.0
2020,06695205,3e,volby do zastupitelstev obcí,0.0
2020,06695205,3f,volby do Evropského parlamentu,0.0
2020,71443347,1,Mzdové výdaje,0.0
2020,71443347,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",55264.99
2020,71443347,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71443347,3b,volby do Senátu Parlamentu ČR,0.0
2020,71443347,3c,volba prezidenta republiky,0.0
2020,71443347,3d,volby do zastupitelstev krajů,106459.91
2020,71443347,3e,volby do zastupitelstev obcí,0.0
2020,71443347,3f,volby do Evropského parlamentu,0.0
2020,71339485,1,Mzdové výdaje,123000.0
2020,71339485,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",22131.0
2020,71339485,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71339485,3b,volby do Senátu Parlamentu ČR,2922323.57
2020,71339485,3c,volba prezidenta republiky,0.0
2020,71339485,3d,volby do zastupitelstev krajů,6875328.73
2020,71339485,3e,volby do zastupitelstev obcí,0.0
2020,71339485,3f,volby do Evropského parlamentu,0.0
2020,71339990,1,Mzdové výdaje,0.0
2020,71339990,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",1000.0
2020,71339990,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71339990,3b,volby do Senátu Parlamentu ČR,0.0
2020,71339990,3c,volba prezidenta republiky,0.0
2020,71339990,3d,volby do zastupitelstev krajů,0.0
2020,71339990,3e,volby do zastupitelstev obcí,0.0
2020,71339990,3f,volby do Evropského parlamentu,0.0
2020,70869553,1,Mzdové výdaje,0.0
2020,70869553,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",13145.06
2020,70869553,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,70869553,3b,volby do Senátu Parlamentu ČR,0.0
2020,70869553,3c,volba prezidenta republiky,0.0
2020,70869553,3d,volby do zastupitelstev krajů,2158945.0
2020,70869553,3e,volby do zastupitelstev obcí,0.0
2020,70869553,3f,volby do Evropského parlamentu,0.0
2020,05081068,1,Mzdové výdaje,0.0
2020,05081068,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",26330.0
2020,05081068,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,05081068,3b,volby do Senátu Parlamentu ČR,0.0
2020,05081068,3c,volba prezidenta republiky,0.0
2020,05081068,3d,volby do zastupitelstev krajů,146587.0
2020,05081068,3e,volby do zastupitelstev obcí,0.0
2020,05081068,3f,volby do Evropského parlamentu,0.0
2020,00409171,1,Mzdové výdaje,37543055.0
2020,00409171,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",351591.46
2020,00409171,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,00409171,3b,volby do Senátu Parlamentu ČR,11262792.8
2020,00409171,3c,volba prezidenta republiky,0.0
2020,00409171,3d,volby do zastupitelstev krajů,39447796.85
2020,00409171,3e,volby do zastupitelstev obcí,0.0
2020,00409171,3f,volby do Evropského parlamentu,0.0
2020,03116603,1,Mzdové výdaje,0.0
2020,03116603,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",173078.0
2020,03116603,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,03116603,3b,volby do Senátu Parlamentu ČR,0.0
2020,03116603,3c,volba prezidenta republiky,0.0
2020,03116603,3d,volby do zastupitelstev krajů,0.0
2020,03116603,3e,volby do zastupitelstev obcí,0.0
2020,03116603,3f,volby do Evropského parlamentu,0.0
2020,71339655,1,Mzdové výdaje,0.0
2020,71339655,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",1775.0
2020,71339655,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71339655,3b,volby do Senátu Parlamentu ČR,2495000.0
2020,71339655,3c,volba prezidenta republiky,0.0
2020,71339655,3d,volby do zastupitelstev krajů,25560.0
2020,71339655,3e,volby do zastupitelstev obcí,0.0
2020,71339655,3f,volby do Evropského parlamentu,0.0
2020,03217116,1,Mzdové výdaje,0.0
2020,03217116,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2020,03217116,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,03217116,3b,volby do Senátu Parlamentu ČR,0.0
2020,03217116,3c,volba prezidenta republiky,0.0
2020,03217116,3d,volby do zastupitelstev krajů,0.0
2020,03217116,3e,volby do zastupitelstev obcí,0.0
2020,03217116,3f,volby do Evropského parlamentu,0.0
2020,07118317,1,Mzdové výdaje,0.0
2020,07118317,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",1908.0
2020,07118317,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,07118317,3b,volby do Senátu Parlamentu ČR,0.0
2020,07118317,3c,volba prezidenta republiky,0.0
2020,07118317,3d,volby do zastupitelstev krajů,0.0
2020,07118317,3e,volby do zastupitelstev obcí,0.0
2020,07118317,3f,volby do Evropského parlamentu,0.0
2020,03221199,1,Mzdové výdaje,0.0
2020,03221199,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2020,03221199,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,03221199,3b,volby do Senátu Parlamentu ČR,73000.0
2020,03221199,3c,volba prezidenta republiky,0.0
2020,03221199,3d,volby do zastupitelstev krajů,0.0
2020,03221199,3e,volby do zastupitelstev obcí,0.0
2020,03221199,3f,volby do Evropského parlamentu,0.0
2020,71339752,1,Mzdové výdaje,15000.0
2020,71339752,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2020,71339752,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71339752,3b,volby do Senátu Parlamentu ČR,0.0
2020,71339752,3c,volba prezidenta republiky,0.0
2020,71339752,3d,volby do zastupitelstev krajů,0.0
2020,71339752,3e,volby do zastupitelstev obcí,0.0
2020,71339752,3f,volby do Evropského parlamentu,0.0
2020,71339922,1,Mzdové výdaje,0.0
2020,71339922,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",17195.0
2020,71339922,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71339922,3b,volby do Senátu Parlamentu ČR,0.0
2020,71339922,3c,volba prezidenta republiky,0.0
2020,71339922,3d,volby do zastupitelstev krajů,3790.0
2020,71339922,3e,volby do zastupitelstev obcí,0.0
2020,71339922,3f,volby do Evropského parlamentu,0.0
2020,26673908,1,Mzdové výdaje,1317990.0
2020,26673908,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",486972.65
2020,26673908,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,26673908,3b,volby do Senátu Parlamentu ČR,9327988.21
2020,26673908,3c,volba prezidenta republiky,0.0
2020,26673908,3d,volby do zastupitelstev krajů,39515323.26
2020,26673908,3e,volby do zastupitelstev obcí,0.0
2020,26673908,3f,volby do Evropského parlamentu,0.0
2020,71443444,1,Mzdové výdaje,0.0
2020,71443444,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",224319.34
2020,71443444,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71443444,3b,volby do Senátu Parlamentu ČR,0.0
2020,71443444,3c,volba prezidenta republiky,0.0
2020,71443444,3d,volby do zastupitelstev krajů,0.0
2020,71443444,3e,volby do zastupitelstev obcí,0.0
2020,71443444,3f,volby do Evropského parlamentu,0.0
2020,71340009,1,Mzdové výdaje,0.0
2020,71340009,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",7260.0
2020,71340009,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71340009,3b,volby do Senátu Parlamentu ČR,0.0
2020,71340009,3c,volba prezidenta republiky,0.0
2020,71340009,3d,volby do zastupitelstev krajů,0.0
2020,71340009,3e,volby do zastupitelstev obcí,0.0
2020,71340009,3f,volby do Evropského parlamentu,0.0
2020,71339612,1,Mzdové výdaje,80000.0
2020,71339612,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",1764.02
2020,71339612,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71339612,3b,volby do Senátu Parlamentu ČR,949834.78
2020,71339612,3c,volba prezidenta republiky,0.0
2020,71339612,3d,volby do zastupitelstev krajů,789762.18
2020,71339612,3e,volby do zastupitelstev obcí,0.0
2020,71339612,3f,volby do Evropského parlamentu,0.0
2020,03251501,1,Mzdové výdaje,0.0
2020,03251501,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",5000.0
2020,03251501,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,03251501,3b,volby do Senátu Parlamentu ČR,0.0
2020,03251501,3c,volba prezidenta republiky,0.0
2020,03251501,3d,volby do zastupitelstev krajů,0.0
2020,03251501,3e,volby do zastupitelstev obcí,0.0
2020,03251501,3f,volby do Evropského parlamentu,0.0
2020,71443177,1,Mzdové výdaje,0.0
2020,71443177,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2020,71443177,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71443177,3b,volby do Senátu Parlamentu ČR,0.0
2020,71443177,3c,volba prezidenta republiky,0.0
2020,71443177,3d,volby do zastupitelstev krajů,0.0
2020,71443177,3e,volby do zastupitelstev obcí,0.0
2020,71443177,3f,volby do Evropského parlamentu,0.0
2020,26582406,1,Mzdové výdaje,0.0
2020,26582406,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",22821.46
2020,26582406,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,26582406,3b,volby do Senátu Parlamentu ČR,0.0
2020,26582406,3c,volba prezidenta republiky,0.0
2020,26582406,3d,volby do zastupitelstev krajů,0.0
2020,26582406,3e,volby do zastupitelstev obcí,0.0
2020,26582406,3f,volby do Evropského parlamentu,0.0
2020,03143848,1,Mzdové výdaje,0.0
2020,03143848,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",6153.53
2020,03143848,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,03143848,3b,volby do Senátu Parlamentu ČR,0.0
2020,03143848,3c,volba prezidenta republiky,0.0
2020,03143848,3d,volby do zastupitelstev krajů,0.0
2020,03143848,3e,volby do zastupitelstev obcí,0.0
2020,03143848,3f,volby do Evropského parlamentu,0.0
2020,71339728,1,Mzdové výdaje,2924224.0
2020,71339728,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",6000.0
2020,71339728,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71339728,3b,volby do Senátu Parlamentu ČR,7448473.43
2020,71339728,3c,volba prezidenta republiky,0.0
2020,71339728,3d,volby do zastupitelstev krajů,15632640.57
2020,71339728,3e,volby do zastupitelstev obcí,0.0
2020,71339728,3f,volby do Evropského parlamentu,0.0
2020,02749947,1,Mzdové výdaje,0.0
2020,02749947,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",367.0
2020,02749947,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,02749947,3b,volby do Senátu Parlamentu ČR,0.0
2020,02749947,3c,volba prezidenta republiky,0.0
2020,02749947,3d,volby do zastupitelstev krajů,0.0
2020,02749947,3e,volby do zastupitelstev obcí,0.0
2020,02749947,3f,volby do Evropského parlamentu,0.0
2020,08288909,1,Mzdové výdaje,775443.0
2020,08288909,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",11851.8
2020,08288909,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,08288909,3b,volby do Senátu Parlamentu ČR,3727896.73
2020,08288909,3c,volba prezidenta republiky,0.0
2020,08288909,3d,volby do zastupitelstev krajů,20366144.65
2020,08288909,3e,volby do zastupitelstev obcí,0.0
2020,08288909,3f,volby do Evropského parlamentu,0.0
2020,07986858,1,Mzdové výdaje,0.0
2020,07986858,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",29734.25
2020,07986858,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,07986858,3b,volby do Senátu Parlamentu ČR,0.0
2020,07986858,3c,volba prezidenta republiky,0.0
2020,07986858,3d,volby do zastupitelstev krajů,0.0
2020,07986858,3e,volby do zastupitelstev obcí,0.0
2020,07986858,3f,volby do Evropského parlamentu,0.0
2020,02790840,1,Mzdové výdaje,0.0
2020,02790840,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",219933.0
2020,02790840,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,02790840,3b,volby do Senátu Parlamentu ČR,150000.0
2020,02790840,3c,volba prezidenta republiky,0.0
2020,02790840,3d,volby do zastupitelstev krajů,3461500.0
2020,02790840,3e,volby do zastupitelstev obcí,0.0
2020,02790840,3f,volby do Evropského parlamentu,0.0
2020,68954263,1,Mzdové výdaje,0.0
2020,68954263,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2020,68954263,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,68954263,3b,volby do Senátu Parlamentu ČR,215603.8
2020,68954263,3c,volba prezidenta republiky,0.0
2020,68954263,3d,volby do zastupitelstev krajů,20000.0
2020,68954263,3e,volby do zastupitelstev obcí,0.0
2020,68954263,3f,volby do Evropského parlamentu,0.0
2020,07195389,1,Mzdové výdaje,0.0
2020,07195389,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2020,07195389,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,07195389,3b,volby do Senátu Parlamentu ČR,0.0
2020,07195389,3c,volba prezidenta republiky,0.0
2020,07195389,3d,volby do zastupitelstev krajů,0.0
2020,07195389,3e,volby do zastupitelstev obcí,0.0
2020,07195389,3f,volby do Evropského parlamentu,0.0
2020,71443355,1,Mzdové výdaje,60000.0
2020,71443355,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",22798.2
2020,71443355,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71443355,3b,volby do Senátu Parlamentu ČR,0.0
2020,71443355,3c,volba prezidenta republiky,0.0
2020,71443355,3d,volby do zastupitelstev krajů,1468628.05
2020,71443355,3e,volby do zastupitelstev obcí,0.0
2020,71443355,3f,volby do Evropského parlamentu,0.0
2020,07301600,1,Mzdové výdaje,10900.0
2020,07301600,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",11464.9
2020,07301600,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,07301600,3b,volby do Senátu Parlamentu ČR,0.0
2020,07301600,3c,volba prezidenta republiky,0.0
2020,07301600,3d,volby do zastupitelstev krajů,0.0
2020,07301600,3e,volby do zastupitelstev obcí,0.0
2020,07301600,3f,volby do Evropského parlamentu,0.0
2020,71339892,1,Mzdové výdaje,0.0
2020,71339892,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",3214.0
2020,71339892,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71339892,3b,volby do Senátu Parlamentu ČR,0.0
2020,71339892,3c,volba prezidenta republiky,0.0
2020,71339892,3d,volby do zastupitelstev krajů,0.0
2020,71339892,3e,volby do zastupitelstev obcí,0.0
2020,71339892,3f,volby do Evropského parlamentu,0.0
2020,04616421,1,Mzdové výdaje,0.0
2020,04616421,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",6127.0
2020,04616421,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,04616421,3b,volby do Senátu Parlamentu ČR,160123.0
2020,04616421,3c,volba prezidenta republiky,0.0
2020,04616421,3d,volby do zastupitelstev krajů,1992486.0
2020,04616421,3e,volby do zastupitelstev obcí,0.0
2020,04616421,3f,volby do Evropského parlamentu,0.0
2020,71339817,1,Mzdové výdaje,0.0
2020,71339817,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",3681.23
2020,71339817,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71339817,3b,volby do Senátu Parlamentu ČR,0.0
2020,71339817,3c,volba prezidenta republiky,0.0
2020,71339817,3d,volby do zastupitelstev krajů,0.0
2020,71339817,3e,volby do zastupitelstev obcí,0.0
2020,71339817,3f,volby do Evropského parlamentu,0.0
2020,68210396,1,Mzdové výdaje,0.0
2020,68210396,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",50000.0
2020,68210396,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,68210396,3b,volby do Senátu Parlamentu ČR,0.0
2020,68210396,3c,volba prezidenta republiky,0.0
2020,68210396,3d,volby do zastupitelstev krajů,100000.0
2020,68210396,3e,volby do zastupitelstev obcí,0.0
2020,68210396,3f,volby do Evropského parlamentu,0.0
2020,27040097,1,Mzdové výdaje,0.0
2020,27040097,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",4038.0
2020,27040097,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,27040097,3b,volby do Senátu Parlamentu ČR,0.0
2020,27040097,3c,volba prezidenta republiky,0.0
2020,27040097,3d,volby do zastupitelstev krajů,0.0
2020,27040097,3e,volby do zastupitelstev obcí,0.0
2020,27040097,3f,volby do Evropského parlamentu,0.0
2020,07324758,1,Mzdové výdaje,0.0
2020,07324758,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2020,07324758,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,07324758,3b,volby do Senátu Parlamentu ČR,0.0
2020,07324758,3c,volba prezidenta republiky,0.0
2020,07324758,3d,volby do zastupitelstev krajů,0.0
2020,07324758,3e,volby do zastupitelstev obcí,0.0
2020,07324758,3f,volby do Evropského parlamentu,0.0
2020,04997808,1,Mzdové výdaje,0.0
2020,04997808,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",14217.0
2020,04997808,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,04997808,3b,volby do Senátu Parlamentu ČR,0.0
2020,04997808,3c,volba prezidenta republiky,0.0
2020,04997808,3d,volby do zastupitelstev krajů,0.0
2020,04997808,3e,volby do zastupitelstev obcí,0.0
2020,04997808,3f,volby do Evropského parlamentu,0.0
2020,03247686,1,Mzdové výdaje,0.0
2020,03247686,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",7128.42
2020,03247686,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,03247686,3b,volby do Senátu Parlamentu ČR,0.0
2020,03247686,3c,volba prezidenta republiky,0.0
2020,03247686,3d,volby do zastupitelstev krajů,0.0
2020,03247686,3e,volby do zastupitelstev obcí,0.0
2020,03247686,3f,volby do Evropského parlamentu,0.0
2020,08773297,1,Mzdové výdaje,0.0
2020,08773297,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2020,08773297,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,08773297,3b,volby do Senátu Parlamentu ČR,204171.0
2020,08773297,3c,volba prezidenta republiky,0.0
2020,08773297,3d,volby do zastupitelstev krajů,952784.0
2020,08773297,3e,volby do zastupitelstev obcí,0.0
2020,08773297,3f,volby do Evropského parlamentu,0.0
2020,71340084,1,Mzdové výdaje,0.0
2020,71340084,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2020,71340084,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71340084,3b,volby do Senátu Parlamentu ČR,0.0
2020,71340084,3c,volba prezidenta republiky,0.0
2020,71340084,3d,volby do zastupitelstev krajů,296952.0
2020,71340084,3e,volby do zastupitelstev obcí,0.0
2020,71340084,3f,volby do Evropského parlamentu,0.0
2020,00409740,1,Mzdové výdaje,124075.0
2020,00409740,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",8100.0
2020,00409740,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,00409740,3b,volby do Senátu Parlamentu ČR,1859676.0
2020,00409740,3c,volba prezidenta republiky,0.0
2020,00409740,3d,volby do zastupitelstev krajů,1407410.0
2020,00409740,3e,volby do zastupitelstev obcí,0.0
2020,00409740,3f,volby do Evropského parlamentu,0.0
2020,68684011,1,Mzdové výdaje,0.0
2020,68684011,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",52.0
2020,68684011,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,68684011,3b,volby do Senátu Parlamentu ČR,0.0
2020,68684011,3c,volba prezidenta republiky,0.0
2020,68684011,3d,volby do zastupitelstev krajů,0.0
2020,68684011,3e,volby do zastupitelstev obcí,0.0
2020,68684011,3f,volby do Evropského parlamentu,0.0
2020,07156871,1,Mzdové výdaje,0.0
2020,07156871,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",12100.0
2020,07156871,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,07156871,3b,volby do Senátu Parlamentu ČR,0.0
2020,07156871,3c,volba prezidenta republiky,0.0
2020,07156871,3d,volby do zastupitelstev krajů,0.0
2020,07156871,3e,volby do zastupitelstev obcí,0.0
2020,07156871,3f,volby do Evropského parlamentu,0.0
2020,71443363,1,Mzdové výdaje,79800.0
2020,71443363,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",29200.0
2020,71443363,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71443363,3b,volby do Senátu Parlamentu ČR,0.0
2020,71443363,3c,volba prezidenta republiky,0.0
2020,71443363,3d,volby do zastupitelstev krajů,828311.13
2020,71443363,3e,volby do zastupitelstev obcí,0.0
2020,71443363,3f,volby do Evropského parlamentu,0.0
2020,71443401,1,Mzdové výdaje,0.0
2020,71443401,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2020,71443401,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71443401,3b,volby do Senátu Parlamentu ČR,0.0
2020,71443401,3c,volba prezidenta republiky,0.0
2020,71443401,3d,volby do zastupitelstev krajů,0.0
2020,71443401,3e,volby do zastupitelstev obcí,0.0
2020,71443401,3f,volby do Evropského parlamentu,0.0
2020,71339850,1,Mzdové výdaje,0.0
2020,71339850,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",605.0
2020,71339850,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,71339850,3b,volby do Senátu Parlamentu ČR,0.0
2020,71339850,3c,volba prezidenta republiky,0.0
2020,71339850,3d,volby do zastupitelstev krajů,0.0
2020,71339850,3e,volby do zastupitelstev obcí,0.0
2020,71339850,3f,volby do Evropského parlamentu,0.0
2020,07202059,1,Mzdové výdaje,0.0
2020,07202059,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",4302.03
2020,07202059,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,07202059,3b,volby do Senátu Parlamentu ČR,0.0
2020,07202059,3c,volba prezidenta republiky,0.0
2020,07202059,3d,volby do zastupitelstev krajů,0.0
2020,07202059,3e,volby do zastupitelstev obcí,0.0
2020,07202059,3f,volby do Evropského parlamentu,0.0
2020,03136922,1,Mzdové výdaje,0.0
2020,03136922,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2020,03136922,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2020,03136922,3b,volby do Senátu Parlamentu ČR,0.0
2020,03136922,3c,volba prezidenta republiky,0.0
2020,03136922,3d,volby do zastupitelstev krajů,0.0
2020,03136922,3e,volby do zastupitelstev obcí,0.0
2020,03136922,3f,volby do Evropského parlamentu,0.0
2021,05402450,1,Mzdové výdaje,0.0
2021,05402450,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",1500.0
2021,05402450,3a,volby do Poslanecké sněmovny Parlamentu ČR,12769779.49
2021,05402450,3b,volby do Senátu Parlamentu ČR,0.0
2021,05402450,3c,volba prezidenta republiky,0.0
2021,05402450,3d,volby do zastupitelstev krajů,0.0
2021,05402450,3e,volby do zastupitelstev obcí,0.0
2021,05402450,3f,volby do Evropského parlamentu,0.0
2021,04627695,1,Mzdové výdaje,0.0
2021,04627695,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",5000.0
2021,04627695,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2021,04627695,3b,volby do Senátu Parlamentu ČR,0.0
2021,04627695,3c,volba prezidenta republiky,0.0
2021,04627695,3d,volby do zastupitelstev krajů,0.0
2021,04627695,3e,volby do zastupitelstev obcí,0.0
2021,04627695,3f,volby do Evropského parlamentu,0.0
2021,71443274,1,Mzdové výdaje,0.0
2021,71443274,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",647698.0
2021,71443274,3a,volby do Poslanecké sněmovny Parlamentu ČR,647698.0
2021,71443274,3b,volby do Senátu Parlamentu ČR,0.0
2021,71443274,3c,volba prezidenta republiky,0.0
2021,71443274,3d,volby do zastupitelstev krajů,0.0
2021,71443274,3e,volby do zastupitelstev obcí,0.0
2021,71443274,3f,volby do Evropského parlamentu,0.0
2021,07289731,1,Mzdové výdaje,0.0
2021,07289731,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2021,07289731,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2021,07289731,3b,volby do Senátu Parlamentu ČR,0.0
2021,07289731,3c,volba prezidenta republiky,0.0
2021,07289731,3d,volby do zastupitelstev krajů,0.0
2021,07289731,3e,volby do zastupitelstev obcí,0.0
2021,07289731,3f,volby do Evropského parlamentu,0.0
2021,05989175,1,Mzdové výdaje,0.0
2021,05989175,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",0.0
2021,05989175,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
2021,05989175,3b,volby do Senátu Parlamentu ČR,0.0
2021,05989175,3c,volba prezidenta republiky,0.0
2021,05989175,3d,volby do zastupitelstev krajů,0.0
2021,05989175,3e,volby do zastupitelstev obcí,0.0
2021,05989175,3f,volby do Evropského parlamentu,0.0
2021,26587840,1,Mzdové výdaje,0.0
2021,26587840,2,"Výdaje na daně, poplatky a jiná obdobná peněžitá plnění",6460.0
2021,26587840,3a,volby do Poslanecké sněmovny Parlamentu ČR,0.0
