year,ic,key,description,amount
2019,68455941,4,Členské příspěvky,11182.0
2019,68455941,5,"Dary, dědictví a bezúplatná plnění",23439.0
2019,68455941,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,68455941,7,Úroky z vkladů,1020.0
2019,68455941,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,68455941,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",4200.0
2019,68455941,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,68455941,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,03254747,1,Příjmy celkem,20000.0
2019,03254747,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,03254747,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,03254747,4,Členské příspěvky,20000.0
2019,03254747,5,"Dary, dědictví a bezúplatná plnění",0.0
2019,03254747,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,03254747,7,Úroky z vkladů,0.0
2019,03254747,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,03254747,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,03254747,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,03254747,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,44266740,1,Příjmy celkem,331744.33
2019,44266740,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,44266740,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,44266740,4,Členské příspěvky,93430.0
2019,44266740,5,"Dary, dědictví a bezúplatná plnění",231502.0
2019,44266740,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,44266740,7,Úroky z vkladů,1639.18
2019,44266740,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,44266740,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",5173.15
2019,44266740,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,44266740,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,07027761,1,Příjmy celkem,170250.0
2019,07027761,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,07027761,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,07027761,4,Členské příspěvky,13800.0
2019,07027761,5,"Dary, dědictví a bezúplatná plnění",156450.0
2019,07027761,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,07027761,7,Úroky z vkladů,0.0
2019,07027761,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,07027761,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,07027761,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,07027761,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,07286210,1,Příjmy celkem,12500.0
2019,07286210,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,07286210,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,07286210,4,Členské příspěvky,2500.0
2019,07286210,5,"Dary, dědictví a bezúplatná plnění",10000.0
2019,07286210,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,07286210,7,Úroky z vkladů,0.0
2019,07286210,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,07286210,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,07286210,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,07286210,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,07312946,1,Příjmy celkem,21500.0
2019,07312946,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,07312946,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,07312946,4,Členské příspěvky,6500.0
2019,07312946,5,"Dary, dědictví a bezúplatná plnění",15000.0
2019,07312946,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,07312946,7,Úroky z vkladů,0.0
2019,07312946,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,07312946,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,07312946,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,07312946,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,71443452,1,Příjmy celkem,10900.0
2019,71443452,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,71443452,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,71443452,4,Členské příspěvky,900.0
2019,71443452,5,"Dary, dědictví a bezúplatná plnění",10000.0
2019,71443452,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,71443452,7,Úroky z vkladů,0.0
2019,71443452,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,71443452,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,71443452,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,71443452,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,69345473,1,Příjmy celkem,165353.61
2019,69345473,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,69345473,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,69345473,4,Členské příspěvky,45100.0
2019,69345473,5,"Dary, dědictví a bezúplatná plnění",120253.0
2019,69345473,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,69345473,7,Úroky z vkladů,0.61
2019,69345473,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,69345473,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,69345473,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,69345473,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,60458399,1,Příjmy celkem,113650.0
2019,60458399,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,60458399,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,60458399,4,Členské příspěvky,51650.0
2019,60458399,5,"Dary, dědictví a bezúplatná plnění",62000.0
2019,60458399,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,60458399,7,Úroky z vkladů,0.0
2019,60458399,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,60458399,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,60458399,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,60458399,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,71339779,1,Příjmy celkem,0.0
2019,71339779,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,71339779,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,71339779,4,Členské příspěvky,0.0
2019,71339779,5,"Dary, dědictví a bezúplatná plnění",0.0
2019,71339779,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,71339779,7,Úroky z vkladů,0.0
2019,71339779,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,71339779,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,71339779,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,71339779,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,27034500,1,Příjmy celkem,1297000.0
2019,27034500,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,27034500,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),1150000.0
2019,27034500,4,Členské příspěvky,2000.0
2019,27034500,5,"Dary, dědictví a bezúplatná plnění",145000.0
2019,27034500,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,27034500,7,Úroky z vkladů,0.0
2019,27034500,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,27034500,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,27034500,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,27034500,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,71443649,1,Příjmy celkem,225232.0
2019,71443649,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,71443649,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,71443649,4,Členské příspěvky,27500.0
2019,71443649,5,"Dary, dědictví a bezúplatná plnění",197727.0
2019,71443649,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,71443649,7,Úroky z vkladů,5.0
2019,71443649,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,71443649,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,71443649,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,71443649,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,27053024,1,Příjmy celkem,0.0
2019,27053024,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,27053024,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,27053024,4,Členské příspěvky,0.0
2019,27053024,5,"Dary, dědictví a bezúplatná plnění",0.0
2019,27053024,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,27053024,7,Úroky z vkladů,0.0
2019,27053024,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,27053024,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,27053024,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,27053024,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,03219208,1,Příjmy celkem,151500.0
2019,03219208,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,03219208,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,03219208,4,Členské příspěvky,0.0
2019,03219208,5,"Dary, dědictví a bezúplatná plnění",151500.0
2019,03219208,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,03219208,7,Úroky z vkladů,0.0
2019,03219208,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,03219208,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,03219208,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,03219208,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,71443584,1,Příjmy celkem,38100.0
2019,71443584,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,71443584,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,71443584,4,Členské příspěvky,1100.0
2019,71443584,5,"Dary, dědictví a bezúplatná plnění",37000.0
2019,71443584,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,71443584,7,Úroky z vkladů,0.0
2019,71443584,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,71443584,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,71443584,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,71443584,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,03174697,1,Příjmy celkem,6.51
2019,03174697,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,03174697,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,03174697,4,Členské příspěvky,0.0
2019,03174697,5,"Dary, dědictví a bezúplatná plnění",0.0
2019,03174697,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,03174697,7,Úroky z vkladů,6.51
2019,03174697,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,03174697,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,03174697,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,03174697,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,03016242,1,Příjmy celkem,73114.14
2019,03016242,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,03016242,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,03016242,4,Členské příspěvky,73111.0
2019,03016242,5,"Dary, dědictví a bezúplatná plnění",0.0
2019,03016242,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,03016242,7,Úroky z vkladů,3.14
2019,03016242,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,03016242,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,03016242,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,03016242,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,26668980,1,Příjmy celkem,800.0
2019,26668980,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,26668980,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,26668980,4,Členské příspěvky,800.0
2019,26668980,5,"Dary, dědictví a bezúplatná plnění",0.0
2019,26668980,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,26668980,7,Úroky z vkladů,0.0
2019,26668980,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,26668980,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,26668980,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,26668980,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,16192656,1,Příjmy celkem,139794314.02
2019,16192656,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,10346550.0
2019,16192656,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),68500000.0
2019,16192656,4,Členské příspěvky,6604350.0
2019,16192656,5,"Dary, dědictví a bezúplatná plnění",14016089.0
2019,16192656,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",12190347.64
2019,16192656,7,Úroky z vkladů,38.01
2019,16192656,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,16192656,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",402350.0
2019,16192656,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",20884589.37
2019,16192656,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,6850000.0
2019,06860176,1,Příjmy celkem,16000.0
2019,06860176,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,06860176,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,06860176,4,Členské příspěvky,15000.0
2019,06860176,5,"Dary, dědictví a bezúplatná plnění",1000.0
2019,06860176,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,06860176,7,Úroky z vkladů,0.0
2019,06860176,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,06860176,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,06860176,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,06860176,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,03099598,1,Příjmy celkem,1404500.0
2019,03099598,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,03099598,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),1400000.0
2019,03099598,4,Členské příspěvky,4500.0
2019,03099598,5,"Dary, dědictví a bezúplatná plnění",0.0
2019,03099598,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,03099598,7,Úroky z vkladů,0.0
2019,03099598,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,03099598,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,03099598,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,03099598,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,71443517,1,Příjmy celkem,6000.0
2019,71443517,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,71443517,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,71443517,4,Členské příspěvky,0.0
2019,71443517,5,"Dary, dědictví a bezúplatná plnění",6000.0
2019,71443517,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,71443517,7,Úroky z vkladů,0.0
2019,71443517,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,71443517,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,71443517,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,71443517,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,03221083,1,Příjmy celkem,900000.0
2019,03221083,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,03221083,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),900000.0
2019,03221083,4,Členské příspěvky,0.0
2019,03221083,5,"Dary, dědictví a bezúplatná plnění",0.0
2019,03221083,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,03221083,7,Úroky z vkladů,0.0
2019,03221083,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,03221083,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,03221083,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,03221083,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,71443215,1,Příjmy celkem,1202454.0
2019,71443215,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,71443215,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),903500.0
2019,71443215,4,Členské příspěvky,8000.0
2019,71443215,5,"Dary, dědictví a bezúplatná plnění",290954.0
2019,71443215,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,71443215,7,Úroky z vkladů,0.0
2019,71443215,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,71443215,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,71443215,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,71443215,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,71443410,1,Příjmy celkem,2400.0
2019,71443410,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,71443410,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,71443410,4,Členské příspěvky,2400.0
2019,71443410,5,"Dary, dědictví a bezúplatná plnění",0.0
2019,71443410,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,71443410,7,Úroky z vkladů,0.0
2019,71443410,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,71443410,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,71443410,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,71443410,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,71443681,1,Příjmy celkem,11414.0
2019,71443681,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,71443681,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,71443681,4,Členské příspěvky,200.0
2019,71443681,5,"Dary, dědictví a bezúplatná plnění",11214.0
2019,71443681,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2019,71443681,7,Úroky z vkladů,0.0
2019,71443681,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2019,71443681,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2019,71443681,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2019,71443681,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2019,03080935,1,Příjmy celkem,10000.0
2019,03080935,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2019,03080935,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2019,03080935,4,Členské příspěvky,10000.0
