year,ic,key,description,amount
2020,68210396,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2020,27040097,1,Příjmy celkem,0.0
2020,27040097,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2020,27040097,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2020,27040097,4,Členské příspěvky,0.0
2020,27040097,5,"Dary, dědictví a bezúplatná plnění",0.0
2020,27040097,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2020,27040097,7,Úroky z vkladů,0.0
2020,27040097,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2020,27040097,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2020,27040097,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2020,27040097,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2020,07324758,1,Příjmy celkem,0.0
2020,07324758,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2020,07324758,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2020,07324758,4,Členské příspěvky,0.0
2020,07324758,5,"Dary, dědictví a bezúplatná plnění",0.0
2020,07324758,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2020,07324758,7,Úroky z vkladů,0.0
2020,07324758,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2020,07324758,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2020,07324758,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2020,07324758,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2020,04997808,1,Příjmy celkem,0.0
2020,04997808,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2020,04997808,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2020,04997808,4,Členské příspěvky,0.0
2020,04997808,5,"Dary, dědictví a bezúplatná plnění",0.0
2020,04997808,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2020,04997808,7,Úroky z vkladů,0.0
2020,04997808,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2020,04997808,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2020,04997808,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2020,04997808,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2020,03247686,1,Příjmy celkem,8300.0
2020,03247686,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2020,03247686,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2020,03247686,4,Členské příspěvky,8000.0
2020,03247686,5,"Dary, dědictví a bezúplatná plnění",300.0
2020,03247686,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2020,03247686,7,Úroky z vkladů,0.0
2020,03247686,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2020,03247686,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2020,03247686,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2020,03247686,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2020,08773297,1,Příjmy celkem,1195862.0
2020,08773297,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2020,08773297,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2020,08773297,4,Členské příspěvky,624662.0
2020,08773297,5,"Dary, dědictví a bezúplatná plnění",571200.0
2020,08773297,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2020,08773297,7,Úroky z vkladů,0.0
2020,08773297,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2020,08773297,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2020,08773297,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2020,08773297,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2020,71340084,1,Příjmy celkem,299193.0
2020,71340084,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2020,71340084,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2020,71340084,4,Členské příspěvky,0.0
2020,71340084,5,"Dary, dědictví a bezúplatná plnění",299193.0
2020,71340084,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2020,71340084,7,Úroky z vkladů,0.0
2020,71340084,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2020,71340084,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2020,71340084,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2020,71340084,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2020,00409740,1,Příjmy celkem,9506493.14
2020,00409740,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2020,00409740,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),3712500.0
2020,00409740,4,Členské příspěvky,672896.85
2020,00409740,5,"Dary, dědictví a bezúplatná plnění",4740000.9
2020,00409740,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",12000.0
2020,00409740,7,Úroky z vkladů,0.0
2020,00409740,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2020,00409740,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",369095.39
2020,00409740,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2020,00409740,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2020,68684011,1,Příjmy celkem,56115.73
2020,68684011,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2020,68684011,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2020,68684011,4,Členské příspěvky,0.0
2020,68684011,5,"Dary, dědictví a bezúplatná plnění",56100.0
2020,68684011,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2020,68684011,7,Úroky z vkladů,15.73
2020,68684011,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2020,68684011,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2020,68684011,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2020,68684011,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2020,07156871,1,Příjmy celkem,14400.0
2020,07156871,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2020,07156871,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2020,07156871,4,Členské příspěvky,14400.0
2020,07156871,5,"Dary, dědictví a bezúplatná plnění",0.0
2020,07156871,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2020,07156871,7,Úroky z vkladů,0.0
2020,07156871,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2020,07156871,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2020,07156871,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2020,07156871,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2020,71443363,1,Příjmy celkem,992667.0
2020,71443363,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2020,71443363,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),416667.0
2020,71443363,4,Členské příspěvky,14000.0
2020,71443363,5,"Dary, dědictví a bezúplatná plnění",562000.0
2020,71443363,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2020,71443363,7,Úroky z vkladů,0.0
2020,71443363,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2020,71443363,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2020,71443363,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2020,71443363,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2020,71443401,1,Příjmy celkem,0.0
2020,71443401,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2020,71443401,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2020,71443401,4,Členské příspěvky,0.0
2020,71443401,5,"Dary, dědictví a bezúplatná plnění",0.0
2020,71443401,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2020,71443401,7,Úroky z vkladů,0.0
2020,71443401,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2020,71443401,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2020,71443401,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2020,71443401,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2020,71339850,1,Příjmy celkem,0.0
2020,71339850,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2020,71339850,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2020,71339850,4,Členské příspěvky,0.0
2020,71339850,5,"Dary, dědictví a bezúplatná plnění",0.0
2020,71339850,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2020,71339850,7,Úroky z vkladů,0.0
2020,71339850,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2020,71339850,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2020,71339850,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2020,71339850,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2020,07202059,1,Příjmy celkem,4090.0
2020,07202059,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2020,07202059,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2020,07202059,4,Členské příspěvky,0.0
2020,07202059,5,"Dary, dědictví a bezúplatná plnění",4090.0
2020,07202059,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2020,07202059,7,Úroky z vkladů,0.0
2020,07202059,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2020,07202059,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2020,07202059,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2020,07202059,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2020,03136922,1,Příjmy celkem,208633.0
2020,03136922,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2020,03136922,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),208333.0
2020,03136922,4,Členské příspěvky,0.0
2020,03136922,5,"Dary, dědictví a bezúplatná plnění",300.0
2020,03136922,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2020,03136922,7,Úroky z vkladů,0.0
2020,03136922,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2020,03136922,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2020,03136922,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2020,03136922,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2021,05402450,1,Příjmy celkem,10485401.1
2021,05402450,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2021,05402450,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2021,05402450,4,Členské příspěvky,0.0
2021,05402450,5,"Dary, dědictví a bezúplatná plnění",10485400.0
2021,05402450,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2021,05402450,7,Úroky z vkladů,1.1
2021,05402450,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2021,05402450,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2021,05402450,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2021,05402450,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2021,04627695,1,Příjmy celkem,5000.0
2021,04627695,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2021,04627695,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2021,04627695,4,Členské příspěvky,0.0
2021,04627695,5,"Dary, dědictví a bezúplatná plnění",5000.0
2021,04627695,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2021,04627695,7,Úroky z vkladů,0.0
2021,04627695,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2021,04627695,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2021,04627695,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2021,04627695,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2021,71443274,1,Příjmy celkem,898522.0
2021,71443274,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2021,71443274,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2021,71443274,4,Členské příspěvky,6800.0
2021,71443274,5,"Dary, dědictví a bezúplatná plnění",891722.0
2021,71443274,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2021,71443274,7,Úroky z vkladů,0.0
2021,71443274,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2021,71443274,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2021,71443274,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2021,71443274,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2021,07289731,1,Příjmy celkem,86100.0
2021,07289731,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2021,07289731,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2021,07289731,4,Členské příspěvky,0.0
2021,07289731,5,"Dary, dědictví a bezúplatná plnění",86100.0
2021,07289731,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2021,07289731,7,Úroky z vkladů,0.0
2021,07289731,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2021,07289731,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2021,07289731,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2021,07289731,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2021,05989175,1,Příjmy celkem,28000.0
2021,05989175,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2021,05989175,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2021,05989175,4,Členské příspěvky,0.0
2021,05989175,5,"Dary, dědictví a bezúplatná plnění",28000.0
2021,05989175,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2021,05989175,7,Úroky z vkladů,0.0
2021,05989175,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2021,05989175,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2021,05989175,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2021,05989175,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2021,26587840,1,Příjmy celkem,6400.0
2021,26587840,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2021,26587840,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2021,26587840,4,Členské příspěvky,6400.0
2021,26587840,5,"Dary, dědictví a bezúplatná plnění",0.0
2021,26587840,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2021,26587840,7,Úroky z vkladů,0.0
2021,26587840,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2021,26587840,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2021,26587840,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2021,26587840,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2021,07204752,1,Příjmy celkem,6200.0
2021,07204752,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2021,07204752,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2021,07204752,4,Členské příspěvky,0.0
2021,07204752,5,"Dary, dědictví a bezúplatná plnění",6200.0
2021,07204752,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2021,07204752,7,Úroky z vkladů,0.0
2021,07204752,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2021,07204752,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2021,07204752,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2021,07204752,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2021,05103487,1,Příjmy celkem,0.0
2021,05103487,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2021,05103487,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2021,05103487,4,Členské příspěvky,0.0
2021,05103487,5,"Dary, dědictví a bezúplatná plnění",0.0
2021,05103487,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2021,05103487,7,Úroky z vkladů,0.0
2021,05103487,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2021,05103487,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2021,05103487,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2021,05103487,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2021,09182004,1,Příjmy celkem,270900.24
2021,09182004,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2021,09182004,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2021,09182004,4,Členské příspěvky,196280.2
2021,09182004,5,"Dary, dědictví a bezúplatná plnění",74588.0
2021,09182004,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",32.04
2021,09182004,7,Úroky z vkladů,0.0
2021,09182004,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2021,09182004,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2021,09182004,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2021,09182004,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2021,03094553,1,Příjmy celkem,5000.0
2021,03094553,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2021,03094553,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2021,03094553,4,Členské příspěvky,5000.0
2021,03094553,5,"Dary, dědictví a bezúplatná plnění",0.0
2021,03094553,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2021,03094553,7,Úroky z vkladů,0.0
2021,03094553,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2021,03094553,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2021,03094553,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2021,03094553,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2021,00442721,1,Příjmy celkem,30672.03
2021,00442721,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2021,00442721,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2021,00442721,4,Členské příspěvky,6600.0
2021,00442721,5,"Dary, dědictví a bezúplatná plnění",24068.0
2021,00442721,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2021,00442721,7,Úroky z vkladů,4.03
2021,00442721,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2021,00442721,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2021,00442721,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2021,00442721,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2021,27015904,1,Příjmy celkem,5000.0
2021,27015904,2,Příspěvek ze státního rozpočtu České republiky na úhradu volebních nákladů,0.0
2021,27015904,3,Příspěvek ze státního rozpočtu České republiky na činnost strany a hnutí (příspěvek na činnost),0.0
2021,27015904,4,Členské příspěvky,5000.0
2021,27015904,5,"Dary, dědictví a bezúplatná plnění",0.0
2021,27015904,6,"Příjmy z nájmu, pachtu a zcizení movitého a nemovitého majetku",0.0
2021,27015904,7,Úroky z vkladů,0.0
2021,27015904,8,"Příjmy vznikající z účasti na podnikání jiných právnických osob podle § 17 odst. 3 zák. č. 424/1991 Sb., ve znění pozdějších předpisů",0.0
2021,27015904,9,"Příjmy z pořádání tombol, kulturních, společenských, sportovních, rekreačních, vzdělávacích a politických akcí",0.0
2021,27015904,10,"Zápůjčky a úvěry poskytnuté bankou, platební institucí nebo institucí elektronických peněz nebo pobočkou zahraniční banky, platební instituce nebo instituce elektronických peněz na území České republiky",0.0
2021,27015904,11,Příspěvek ze státního rozpočtu České republiky na podporu činnosti politického institutu,0.0
2021,71443207,1,Příjmy celkem,0.0
