date_year,party_key,job_key,job_count
2017-01-01,16192656,159.0,3.0
2017-01-01,3099598,,
2017-01-01,71443517,,
2017-01-01,6118658,,
2017-01-01,3221083,,
2017-01-01,71443215,14.0,1.0
2017-01-01,71443410,,
2017-01-01,71443681,,
2017-01-01,3080935,,
2017-01-01,71339698,1.0,2.0
2017-01-01,3170624,,
2017-01-01,71443550,,
2017-01-01,6070108,,
2017-01-01,2885573,,
2017-01-01,71443509,,
2017-01-01,4756339,,
2017-01-01,5177111,,
2017-01-01,3204669,16.0,1.0
2017-01-01,71339809,,
2017-01-01,27038131,,
2017-01-01,3091805,,
2017-01-01,68782888,,
2017-01-01,3254763,,
2017-01-01,6339875,,
2017-01-01,71443380,,
2017-01-01,26595940,,
2017-01-01,27026922,,
2017-01-01,71339485,,
2017-01-01,70869553,,
2017-01-01,5081068,,
2017-01-01,409171,96.0,90.0
2017-01-01,409171,94.0,14.0
2017-01-01,409171,148.0,1.0
2017-01-01,409171,157.0,1.0
2017-01-01,409171,51.0,1.0
2017-01-01,409171,145.0,7.0
2017-01-01,409171,23.0,2.0
2017-01-01,409171,25.0,2.0
2017-01-01,409171,150.0,4.0
2017-01-01,3116603,,
2017-01-01,71339655,,
2017-01-01,4134940,137.0,2.0
2017-01-01,4134940,88.0,1.0
2017-01-01,4134940,63.0,2.0
2017-01-01,3217116,,
2017-01-01,3221199,,
2017-01-01,71339752,8.0,3.0
2017-01-01,26673908,13.0,1.0
2017-01-01,71443444,,
2017-01-01,71339612,8.0,1.0
2017-01-01,3251501,,
2017-01-01,26582406,,
2017-01-01,3143848,,
2017-01-01,71339728,54.0,1.0
2017-01-01,71339728,148.0,1.0
2017-01-01,71339728,28.0,3.0
2017-01-01,71339728,103.0,20.0
2017-01-01,2749947,,
2017-01-01,2790840,,
2017-01-01,6335233,,
2017-01-01,68954263,,
2017-01-01,71339892,,
2017-01-01,71339817,,
2017-01-01,68210396,,
2017-01-01,27040097,,
2017-01-01,3247686,,
2017-01-01,71443614,,
2017-01-01,409740,12.0,5.0
2017-01-01,71443363,123.0,1.0
2017-01-01,4756291,,
2017-01-01,71443401,,
2017-01-01,71339850,,
2017-01-01,3136922,60.0,1.0
2017-01-01,3136922,39.0,3.0
2018-01-01,5402450,13.0,1.0
2018-01-01,4627695,,
2018-01-01,71443339,73.0,12.0
2018-01-01,71443339,107.0,3.0
2018-01-01,71443339,30.0,2.0
2018-01-01,71443339,134.0,2.0
2018-01-01,71443339,128.0,1.0
2018-01-01,71443274,,
2018-01-01,5989175,,
2018-01-01,6048099,,
2018-01-01,26587840,,
2018-01-01,7204752,,
2018-01-01,5754577,3.0,1.0
2018-01-01,71443428,,
2018-01-01,3094553,,
2018-01-01,71443207,,
2018-01-01,5391628,,
2018-01-01,3168786,,
2018-01-01,3204723,,
2018-01-01,71443479,,
2018-01-01,71443185,117.0,1.0
2018-01-01,68321457,,
2018-01-01,27039145,,
2018-01-01,26600218,,
2018-01-01,5164966,,
2018-01-01,71443312,,
2018-01-01,2733552,,
2018-01-01,4889321,,
2018-01-01,442704,55.0,1.0
2018-01-01,442704,27.0,3.0
2018-01-01,442704,147.0,1.0
2018-01-01,442704,84.0,1.0
2018-01-01,442704,164.0,1.0
2018-01-01,442704,98.0,4.0
2018-01-01,442704,64.0,3.0
2018-01-01,442704,24.0,1.0
2018-01-01,442704,141.0,9.0
2018-01-01,442704,76.0,14.0
2018-01-01,442704,97.0,5.0
2018-01-01,27034321,,
2018-01-01,70226709,,
2018-01-01,15271960,,
2018-01-01,71339973,,
2018-01-01,496936,100.0,125.0
2018-01-01,496936,89.0,86.0
2018-01-01,496936,144.0,52.0
2018-01-01,3152952,,
2018-01-01,71339582,,
2018-01-01,71443606,,
2018-01-01,7157029,,
2018-01-01,26598647,,
2018-01-01,3254747,,
2018-01-01,44266740,,
2018-01-01,60556625,,
2018-01-01,7027761,,
2018-01-01,7286210,,
2018-01-01,71443291,,
2018-01-01,7312946,,
2018-01-01,71443452,,
2018-01-01,60458399,8.0,2.0
2018-01-01,60458399,124.0,1.0
2018-01-01,71339779,,
2018-01-01,27034500,,
2018-01-01,71443649,,
2018-01-01,27053024,,
2018-01-01,71443584,,
2018-01-01,3174697,,
2018-01-01,3016242,,
2018-01-01,26668980,,
2018-01-01,71340017,,
2018-01-01,71443533,,
