date_year,party_key,bod_key,amount
2017-01-01,3168786,P_8,0.0
2017-01-01,3168786,P_9,0.0
2017-01-01,3168786,P_10,0.0
2017-01-01,3168786,P_11,0.0
2017-01-01,6576095,P_1,0.0
2017-01-01,6576095,P_2,0.0
2017-01-01,6576095,P_3,0.0
2017-01-01,6576095,P_4,0.0
2017-01-01,6576095,P_5,0.0
2017-01-01,6576095,P_6,0.0
2017-01-01,6576095,P_7,0.0
2017-01-01,6576095,P_8,0.0
2017-01-01,6576095,P_9,0.0
2017-01-01,6576095,P_10,0.0
2017-01-01,6576095,P_11,0.0
2017-01-01,3204723,P_1,613245.0
2017-01-01,3204723,P_2,90908.0
2017-01-01,3204723,P_3,383907.0
2017-01-01,3204723,P_4,0.0
2017-01-01,3204723,P_5,138430.0
2017-01-01,3204723,P_6,0.0
2017-01-01,3204723,P_7,0.0
2017-01-01,3204723,P_8,0.0
2017-01-01,3204723,P_9,0.0
2017-01-01,3204723,P_10,0.0
2017-01-01,3204723,P_11,0.0
2017-01-01,71443479,P_1,1210.0
2017-01-01,71443479,P_2,0.0
2017-01-01,71443479,P_3,0.0
2017-01-01,71443479,P_4,0.0
2017-01-01,71443479,P_5,1210.0
2017-01-01,71443479,P_6,0.0
2017-01-01,71443479,P_7,0.0
2017-01-01,71443479,P_8,0.0
2017-01-01,71443479,P_9,0.0
2017-01-01,71443479,P_10,0.0
2017-01-01,71443479,P_11,0.0
2017-01-01,71443185,P_1,817569.0
2017-01-01,71443185,P_2,0.0
2017-01-01,71443185,P_3,250000.0
2017-01-01,71443185,P_4,12000.0
2017-01-01,71443185,P_5,555035.0
2017-01-01,71443185,P_6,0.0
2017-01-01,71443185,P_7,534.0
2017-01-01,71443185,P_8,0.0
2017-01-01,71443185,P_9,0.0
2017-01-01,71443185,P_10,0.0
2017-01-01,71443185,P_11,0.0
2017-01-01,2985349,P_1,200.0
2017-01-01,2985349,P_2,0.0
2017-01-01,2985349,P_3,0.0
2017-01-01,2985349,P_4,0.0
2017-01-01,2985349,P_5,200.0
2017-01-01,2985349,P_6,0.0
2017-01-01,2985349,P_7,0.0
2017-01-01,2985349,P_8,0.0
2017-01-01,2985349,P_9,0.0
2017-01-01,2985349,P_10,0.0
2017-01-01,2985349,P_11,0.0
2017-01-01,68321457,P_1,45600.0
2017-01-01,68321457,P_2,0.0
2017-01-01,68321457,P_3,0.0
2017-01-01,68321457,P_4,600.0
2017-01-01,68321457,P_5,45000.0
2017-01-01,68321457,P_6,0.0
2017-01-01,68321457,P_7,0.0
2017-01-01,68321457,P_8,0.0
2017-01-01,68321457,P_9,0.0
2017-01-01,68321457,P_10,0.0
2017-01-01,68321457,P_11,0.0
2017-01-01,3174531,P_1,22.0
2017-01-01,3174531,P_2,0.0
2017-01-01,3174531,P_3,0.0
2017-01-01,3174531,P_4,3.0
2017-01-01,3174531,P_5,19.0
2017-01-01,3174531,P_6,0.0
2017-01-01,3174531,P_7,0.0
2017-01-01,3174531,P_8,0.0
2017-01-01,3174531,P_9,0.0
2017-01-01,3174531,P_10,0.0
2017-01-01,3174531,P_11,0.0
2017-01-01,27039145,P_1,926900.0
2017-01-01,27039145,P_2,0.0
2017-01-01,27039145,P_3,900000.0
2017-01-01,27039145,P_4,0.0
2017-01-01,27039145,P_5,26900.0
2017-01-01,27039145,P_6,0.0
2017-01-01,27039145,P_7,0.0
2017-01-01,27039145,P_8,0.0
2017-01-01,27039145,P_9,0.0
2017-01-01,27039145,P_10,0.0
2017-01-01,27039145,P_11,0.0
2017-01-01,3206211,P_1,0.0
2017-01-01,3206211,P_2,0.0
2017-01-01,3206211,P_3,0.0
2017-01-01,3206211,P_4,0.0
2017-01-01,3206211,P_5,0.0
2017-01-01,3206211,P_6,0.0
2017-01-01,3206211,P_7,0.0
2017-01-01,3206211,P_8,0.0
2017-01-01,3206211,P_9,0.0
2017-01-01,3206211,P_10,0.0
2017-01-01,3206211,P_11,0.0
2017-01-01,5164966,P_1,3200.23
2017-01-01,5164966,P_2,0.0
2017-01-01,5164966,P_3,0.0
2017-01-01,5164966,P_4,1200.0
2017-01-01,5164966,P_5,2000.0
2017-01-01,5164966,P_6,0.0
2017-01-01,5164966,P_7,0.23
2017-01-01,5164966,P_8,0.0
2017-01-01,5164966,P_9,0.0
2017-01-01,5164966,P_10,0.0
2017-01-01,5164966,P_11,0.0
2017-01-01,71443312,P_1,1011559.16
2017-01-01,71443312,P_2,0.0
2017-01-01,71443312,P_3,1000000.0
2017-01-01,71443312,P_4,11000.0
2017-01-01,71443312,P_5,0.0
2017-01-01,71443312,P_6,0.0
2017-01-01,71443312,P_7,559.16
2017-01-01,71443312,P_8,0.0
2017-01-01,71443312,P_9,0.0
2017-01-01,71443312,P_10,0.0
2017-01-01,71443312,P_11,0.0
2017-01-01,2733552,P_1,586900.0
2017-01-01,2733552,P_2,0.0
2017-01-01,2733552,P_3,0.0
2017-01-01,2733552,P_4,30500.0
2017-01-01,2733552,P_5,556400.0
2017-01-01,2733552,P_6,0.0
2017-01-01,2733552,P_7,0.0
2017-01-01,2733552,P_8,0.0
2017-01-01,2733552,P_9,0.0
2017-01-01,2733552,P_10,0.0
2017-01-01,2733552,P_11,0.0
2017-01-01,4889321,P_1,296875.0
2017-01-01,4889321,P_2,0.0
2017-01-01,4889321,P_3,296875.0
2017-01-01,4889321,P_4,0.0
2017-01-01,4889321,P_5,0.0
2017-01-01,4889321,P_6,0.0
2017-01-01,4889321,P_7,0.0
2017-01-01,4889321,P_8,0.0
2017-01-01,4889321,P_9,0.0
2017-01-01,4889321,P_10,0.0
2017-01-01,4889321,P_11,0.0
2017-01-01,71339965,P_1,19958.0
2017-01-01,71339965,P_2,0.0
2017-01-01,71339965,P_3,0.0
2017-01-01,71339965,P_4,0.0
2017-01-01,71339965,P_5,19958.0
2017-01-01,71339965,P_6,0.0
2017-01-01,71339965,P_7,0.0
2017-01-01,71339965,P_8,0.0
2017-01-01,71339965,P_9,0.0
2017-01-01,71339965,P_10,0.0
2017-01-01,71339965,P_11,0.0
2017-01-01,539996,P_1,310820.11
2017-01-01,539996,P_2,0.0
2017-01-01,539996,P_3,0.0
2017-01-01,539996,P_4,7840.0
2017-01-01,539996,P_5,302978.0
2017-01-01,539996,P_6,0.0
2017-01-01,539996,P_7,2.11
2017-01-01,539996,P_8,0.0
2017-01-01,539996,P_9,0.0
2017-01-01,539996,P_10,0.0
2017-01-01,539996,P_11,0.0
2017-01-01,442704,P_1,134894977.0
2017-01-01,442704,P_2,29364300.0
2017-01-01,442704,P_3,51853085.0
2017-01-01,442704,P_4,4533791.0
2017-01-01,442704,P_5,29876465.0
2017-01-01,442704,P_6,19036505.0
2017-01-01,442704,P_7,6653.0
2017-01-01,442704,P_8,0.0
2017-01-01,442704,P_9,224178.0
2017-01-01,442704,P_10,0.0
2017-01-01,442704,P_11,0.0
2017-01-01,27034321,P_1,594130.92
2017-01-01,27034321,P_2,0.0
2017-01-01,27034321,P_3,500000.0
2017-01-01,27034321,P_4,89000.0
2017-01-01,27034321,P_5,5000.0
2017-01-01,27034321,P_6,0.0
2017-01-01,27034321,P_7,130.92
2017-01-01,27034321,P_8,0.0
2017-01-01,27034321,P_9,0.0
2017-01-01,27034321,P_10,0.0
2017-01-01,27034321,P_11,0.0
2017-01-01,70226709,P_1,5082.0
2017-01-01,70226709,P_2,0.0
2017-01-01,70226709,P_3,0.0
2017-01-01,70226709,P_4,5082.0
2017-01-01,70226709,P_5,0.0
2017-01-01,70226709,P_6,0.0
2017-01-01,70226709,P_7,0.0
2017-01-01,70226709,P_8,0.0
2017-01-01,70226709,P_9,0.0
2017-01-01,70226709,P_10,0.0
2017-01-01,70226709,P_11,0.0
2017-01-01,26592118,P_1,2370.0
2017-01-01,26592118,P_2,0.0
2017-01-01,26592118,P_3,0.0
2017-01-01,26592118,P_4,2370.0
2017-01-01,26592118,P_5,0.0
2017-01-01,26592118,P_6,0.0
2017-01-01,26592118,P_7,0.0
2017-01-01,26592118,P_8,0.0
2017-01-01,26592118,P_9,0.0
2017-01-01,26592118,P_10,0.0
2017-01-01,26592118,P_11,0.0
2017-01-01,15271960,P_1,315542.0
2017-01-01,15271960,P_2,0.0
2017-01-01,15271960,P_3,0.0
2017-01-01,15271960,P_4,17400.0
2017-01-01,15271960,P_5,298142.0
2017-01-01,15271960,P_6,0.0
2017-01-01,15271960,P_7,0.0
2017-01-01,15271960,P_8,0.0
2017-01-01,15271960,P_9,0.0
2017-01-01,15271960,P_10,0.0
2017-01-01,15271960,P_11,0.0
2017-01-01,71339973,P_1,16000.0
2017-01-01,71339973,P_2,0.0
2017-01-01,71339973,P_3,0.0
2017-01-01,71339973,P_4,6000.0
2017-01-01,71339973,P_5,10000.0
2017-01-01,71339973,P_6,0.0
2017-01-01,71339973,P_7,0.0
2017-01-01,71339973,P_8,0.0
2017-01-01,71339973,P_9,0.0
2017-01-01,71339973,P_10,0.0
2017-01-01,71339973,P_11,0.0
2017-01-01,496936,P_1,158451457.0
2017-01-01,496936,P_2,39310000.0
2017-01-01,496936,P_3,60400000.0
2017-01-01,496936,P_4,23974515.0
2017-01-01,496936,P_5,9509673.0
2017-01-01,496936,P_6,24823631.0
2017-01-01,496936,P_7,189748.0
2017-01-01,496936,P_8,0.0
2017-01-01,496936,P_9,243890.0
2017-01-01,496936,P_10,0.0
2017-01-01,496936,P_11,0.0
2017-01-01,3152952,P_1,54008.0
2017-01-01,3152952,P_2,0.0
2017-01-01,3152952,P_3,0.0
2017-01-01,3152952,P_4,54000.0
2017-01-01,3152952,P_5,0.0
2017-01-01,3152952,P_6,0.0
2017-01-01,3152952,P_7,8.0
2017-01-01,3152952,P_8,0.0
2017-01-01,3152952,P_9,0.0
2017-01-01,3152952,P_10,0.0
2017-01-01,3152952,P_11,0.0
2017-01-01,71443606,P_1,450053.0
2017-01-01,71443606,P_2,0.0
2017-01-01,71443606,P_3,0.0
2017-01-01,71443606,P_4,25600.0
2017-01-01,71443606,P_5,424453.0
2017-01-01,71443606,P_6,0.0
2017-01-01,71443606,P_7,0.0
2017-01-01,71443606,P_8,0.0
2017-01-01,71443606,P_9,0.0
2017-01-01,71443606,P_10,0.0
2017-01-01,71443606,P_11,0.0
2017-01-01,68455941,P_1,753103.0
2017-01-01,68455941,P_2,0.0
2017-01-01,68455941,P_3,750000.0
2017-01-01,68455941,P_4,1400.0
2017-01-01,68455941,P_5,700.0
2017-01-01,68455941,P_6,0.0
2017-01-01,68455941,P_7,1003.0
2017-01-01,68455941,P_8,0.0
2017-01-01,68455941,P_9,0.0
2017-01-01,68455941,P_10,0.0
2017-01-01,68455941,P_11,0.0
2017-01-01,26598647,P_1,2600.0
2017-01-01,26598647,P_2,0.0
2017-01-01,26598647,P_3,0.0
2017-01-01,26598647,P_4,2600.0
2017-01-01,26598647,P_5,0.0
2017-01-01,26598647,P_6,0.0
2017-01-01,26598647,P_7,0.0
2017-01-01,26598647,P_8,0.0
2017-01-01,26598647,P_9,0.0
2017-01-01,26598647,P_10,0.0
2017-01-01,26598647,P_11,0.0
2017-01-01,3254747,P_1,6400.0
2017-01-01,3254747,P_2,0.0
2017-01-01,3254747,P_3,0.0
2017-01-01,3254747,P_4,6400.0
2017-01-01,3254747,P_5,0.0
2017-01-01,3254747,P_6,0.0
2017-01-01,3254747,P_7,0.0
2017-01-01,3254747,P_8,0.0
2017-01-01,3254747,P_9,0.0
2017-01-01,3254747,P_10,0.0
2017-01-01,3254747,P_11,0.0
2017-01-01,44266740,P_1,429288.58
2017-01-01,44266740,P_2,0.0
2017-01-01,44266740,P_3,0.0
2017-01-01,44266740,P_4,91160.0
2017-01-01,44266740,P_5,333828.0
2017-01-01,44266740,P_6,0.0
2017-01-01,44266740,P_7,59.58
2017-01-01,44266740,P_8,0.0
2017-01-01,44266740,P_9,4241.0
2017-01-01,44266740,P_10,0.0
2017-01-01,44266740,P_11,0.0
2017-01-01,60556625,P_1,102242.0
2017-01-01,60556625,P_2,0.0
2017-01-01,60556625,P_3,0.0
2017-01-01,60556625,P_4,82427.0
2017-01-01,60556625,P_5,0.0
2017-01-01,60556625,P_6,0.0
2017-01-01,60556625,P_7,0.0
2017-01-01,60556625,P_8,0.0
2017-01-01,60556625,P_9,19815.0
2017-01-01,60556625,P_10,0.0
2017-01-01,60556625,P_11,0.0
2017-01-01,71443452,P_1,6000.0
2017-01-01,71443452,P_2,0.0
2017-01-01,71443452,P_3,0.0
2017-01-01,71443452,P_4,6000.0
2017-01-01,71443452,P_5,0.0
2017-01-01,71443452,P_6,0.0
2017-01-01,71443452,P_7,0.0
2017-01-01,71443452,P_8,0.0
2017-01-01,71443452,P_9,0.0
2017-01-01,71443452,P_10,0.0
2017-01-01,71443452,P_11,0.0
2017-01-01,409421,P_1,553277.0
2017-01-01,409421,P_2,0.0
2017-01-01,409421,P_3,0.0
2017-01-01,409421,P_4,0.0
2017-01-01,409421,P_5,553277.0
2017-01-01,409421,P_6,0.0
2017-01-01,409421,P_7,0.0
2017-01-01,409421,P_8,0.0
2017-01-01,409421,P_9,0.0
2017-01-01,409421,P_10,0.0
2017-01-01,409421,P_11,0.0
2017-01-01,60458399,P_1,51700.0
2017-01-01,60458399,P_2,0.0
2017-01-01,60458399,P_3,0.0
2017-01-01,60458399,P_4,46600.0
2017-01-01,60458399,P_5,0.0
2017-01-01,60458399,P_6,0.0
2017-01-01,60458399,P_7,0.0
2017-01-01,60458399,P_8,0.0
2017-01-01,60458399,P_9,5100.0
2017-01-01,60458399,P_10,0.0
2017-01-01,60458399,P_11,0.0
2017-01-01,71339779,P_1,40000.0
2017-01-01,71339779,P_2,0.0
2017-01-01,71339779,P_3,0.0
2017-01-01,71339779,P_4,40000.0
2017-01-01,71339779,P_5,0.0
2017-01-01,71339779,P_6,0.0
2017-01-01,71339779,P_7,0.0
2017-01-01,71339779,P_8,0.0
2017-01-01,71339779,P_9,0.0
2017-01-01,71339779,P_10,0.0
2017-01-01,71339779,P_11,0.0
2017-01-01,27034500,P_1,1414500.0
2017-01-01,27034500,P_2,0.0
2017-01-01,27034500,P_3,1150000.0
2017-01-01,27034500,P_4,4500.0
2017-01-01,27034500,P_5,260000.0
2017-01-01,27034500,P_6,0.0
2017-01-01,27034500,P_7,0.0
2017-01-01,27034500,P_8,0.0
2017-01-01,27034500,P_9,0.0
2017-01-01,27034500,P_10,0.0
2017-01-01,27034500,P_11,0.0
2017-01-01,3219208,P_1,5159.0
2017-01-01,3219208,P_2,0.0
2017-01-01,3219208,P_3,0.0
2017-01-01,3219208,P_4,0.0
2017-01-01,3219208,P_5,5159.0
2017-01-01,3219208,P_6,0.0
2017-01-01,3219208,P_7,0.0
2017-01-01,3219208,P_8,0.0
2017-01-01,3219208,P_9,0.0
2017-01-01,3219208,P_10,0.0
2017-01-01,3219208,P_11,0.0
2017-01-01,71443584,P_1,25800.88
2017-01-01,71443584,P_2,0.0
2017-01-01,71443584,P_3,0.0
2017-01-01,71443584,P_4,800.0
2017-01-01,71443584,P_5,25000.0
2017-01-01,71443584,P_6,0.0
2017-01-01,71443584,P_7,0.88
2017-01-01,71443584,P_8,0.0
2017-01-01,71443584,P_9,0.0
2017-01-01,71443584,P_10,0.0
2017-01-01,71443584,P_11,0.0
2017-01-01,3174697,P_1,566.0
2017-01-01,3174697,P_2,0.0
2017-01-01,3174697,P_3,0.0
2017-01-01,3174697,P_4,0.0
2017-01-01,3174697,P_5,500.0
2017-01-01,3174697,P_6,0.0
2017-01-01,3174697,P_7,66.0
2017-01-01,3174697,P_8,0.0
2017-01-01,3174697,P_9,0.0
2017-01-01,3174697,P_10,0.0
2017-01-01,3174697,P_11,0.0
2017-01-01,3016242,P_1,80601.0
2017-01-01,3016242,P_2,0.0
2017-01-01,3016242,P_3,0.0
2017-01-01,3016242,P_4,30601.0
2017-01-01,3016242,P_5,50000.0
2017-01-01,3016242,P_6,0.0
2017-01-01,3016242,P_7,0.0
2017-01-01,3016242,P_8,0.0
2017-01-01,3016242,P_9,0.0
2017-01-01,3016242,P_10,0.0
2017-01-01,3016242,P_11,0.0
2017-01-01,5266009,P_1,0.0
2017-01-01,5266009,P_2,0.0
2017-01-01,5266009,P_3,0.0
2017-01-01,5266009,P_4,0.0
2017-01-01,5266009,P_5,0.0
2017-01-01,5266009,P_6,0.0
2017-01-01,5266009,P_7,0.0
2017-01-01,5266009,P_8,0.0
2017-01-01,5266009,P_9,0.0
2017-01-01,5266009,P_10,0.0
2017-01-01,5266009,P_11,0.0
2017-01-01,71340017,P_1,5000.0
2017-01-01,71340017,P_2,0.0
2017-01-01,71340017,P_3,0.0
2017-01-01,71340017,P_4,0.0
2017-01-01,71340017,P_5,5000.0
2017-01-01,71340017,P_6,0.0
2017-01-01,71340017,P_7,0.0
2017-01-01,71340017,P_8,0.0
2017-01-01,71340017,P_9,0.0
2017-01-01,71340017,P_10,0.0
2017-01-01,71340017,P_11,0.0
2017-01-01,71443533,P_1,11000.0
2017-01-01,71443533,P_2,0.0
2017-01-01,71443533,P_3,0.0
2017-01-01,71443533,P_4,0.0
2017-01-01,71443533,P_5,0.0
2017-01-01,71443533,P_6,0.0
2017-01-01,71443533,P_7,0.0
2017-01-01,71443533,P_8,0.0
2017-01-01,71443533,P_9,0.0
2017-01-01,71443533,P_10,11000.0
2017-01-01,71443533,P_11,0.0
2017-01-01,16192656,P_1,275352919.0
2017-01-01,16192656,P_2,57294800.0
2017-01-01,16192656,P_3,55525000.0
2017-01-01,16192656,P_4,6465050.0
2017-01-01,16192656,P_5,48612496.0
2017-01-01,16192656,P_6,8489745.0
2017-01-01,16192656,P_7,278.0
2017-01-01,16192656,P_8,0.0
2017-01-01,16192656,P_9,615550.0
2017-01-01,16192656,P_10,98350000.0
2017-01-01,16192656,P_11,0.0
2017-01-01,3099598,P_1,1435500.0
2017-01-01,3099598,P_2,0.0
2017-01-01,3099598,P_3,1400000.0
2017-01-01,3099598,P_4,5500.0
2017-01-01,3099598,P_5,30000.0
2017-01-01,3099598,P_6,0.0
2017-01-01,3099598,P_7,0.0
2017-01-01,3099598,P_8,0.0
2017-01-01,3099598,P_9,0.0
2017-01-01,3099598,P_10,0.0
2017-01-01,3099598,P_11,0.0
2017-01-01,71443517,P_1,0.0
2017-01-01,71443517,P_2,0.0
2017-01-01,71443517,P_3,0.0
2017-01-01,71443517,P_4,0.0
2017-01-01,71443517,P_5,0.0
2017-01-01,71443517,P_6,0.0
2017-01-01,71443517,P_7,0.0
2017-01-01,71443517,P_8,0.0
2017-01-01,71443517,P_9,0.0
2017-01-01,71443517,P_10,0.0
2017-01-01,71443517,P_11,0.0
2017-01-01,6118658,P_1,58800.0
2017-01-01,6118658,P_2,0.0
2017-01-01,6118658,P_3,0.0
2017-01-01,6118658,P_4,2800.0
2017-01-01,6118658,P_5,56000.0
2017-01-01,6118658,P_6,0.0
2017-01-01,6118658,P_7,0.0
2017-01-01,6118658,P_8,0.0
2017-01-01,6118658,P_9,0.0
2017-01-01,6118658,P_10,0.0
2017-01-01,6118658,P_11,0.0
2017-01-01,3221083,P_1,1113750.0
2017-01-01,3221083,P_2,0.0
2017-01-01,3221083,P_3,1113750.0
2017-01-01,3221083,P_4,0.0
2017-01-01,3221083,P_5,0.0
2017-01-01,3221083,P_6,0.0
2017-01-01,3221083,P_7,0.0
2017-01-01,3221083,P_8,0.0
2017-01-01,3221083,P_9,0.0
2017-01-01,3221083,P_10,0.0
2017-01-01,3221083,P_11,0.0
2017-01-01,71443215,P_1,1492458.27
2017-01-01,71443215,P_2,0.0
2017-01-01,71443215,P_3,900000.0
2017-01-01,71443215,P_4,7000.0
2017-01-01,71443215,P_5,585450.0
2017-01-01,71443215,P_6,0.0
2017-01-01,71443215,P_7,8.27
2017-01-01,71443215,P_8,0.0
2017-01-01,71443215,P_9,0.0
2017-01-01,71443215,P_10,0.0
2017-01-01,71443215,P_11,0.0
2017-01-01,71443410,P_1,2400.3
